Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (rad),Abs Sway,Abs Rudder
0,0.0,0.0,0.0,0.0,0.0,77.014,7.7175,0.0,0.0,0.0
4,-1.3991e-06,-0.0047089,0.015842,6.9396,30.08,77.047,7.7175,3.414e-05,0.0047089,3.414e-05
8,-2.0955e-05,-0.0091145,0.022384,13.867,60.163,77.127,7.7175,0.011662,0.0091145,0.011662
12,-0.00010847,-0.020466,0.044103,20.77,90.251,77.262,7.7174,-0.0058108,0.020466,0.0058108
16,-0.00043708,-0.019536,0.028827,27.613,120.35,77.393,7.7171,-0.013413,0.019536,0.013413
20,-0.00075503,-0.019761,0.020089,34.402,150.46,77.52,7.7168,0.078723,0.019761,0.078723
24,-0.00096044,-0.014947,0.010108,41.123,180.59,77.569,7.7166,0.026278,0.014947,0.026278
28,-0.0014536,-0.0027318,-0.014732,47.801,210.72,77.556,7.716,0.041248,0.0027318,0.041248
32,-0.0015956,0.0034655,-0.016264,54.467,240.86,77.507,7.7159,0.060679,0.0034655,0.060679
36,-0.0016544,0.0059085,-0.0062007,61.137,270.99,77.442,7.7158,-0.01519,0.0059085,0.01519
40,-0.0017653,0.008511,-0.0058344,67.824,301.12,77.41,7.7157,-0.0087949,0.008511,0.0087949
44,-0.0017785,0.007566,-0.0015588,74.525,331.25,77.412,7.7157,0.043129,0.007566,0.043129
48,-0.0017387,0.001905,0.015092,81.228,361.38,77.433,7.7158,-0.0043923,0.001905,0.0043923
52,-0.0019484,0.0052336,0.0018116,87.918,391.51,77.455,7.7156,-0.00082982,0.0052336,0.00082982
56,-0.0021027,0.0065943,-0.0041754,94.6,421.64,77.475,7.7154,0.072737,0.0065943,0.072737
60,-0.002122,0.007397,-0.0011801,101.27,451.77,77.457,7.7154,0.018933,0.007397,0.018933
64,-0.0022607,0.01107,-0.010776,107.94,481.9,77.449,7.7152,0.064772,0.01107,0.064772
68,-0.0023564,0.015476,-0.015587,114.61,512.03,77.397,7.7152,0.044169,0.015476,0.044169
72,-0.0023748,0.018136,-0.014838,121.29,542.16,77.336,7.7151,0.029244,0.018136,0.029244
76,-0.0024699,0.021536,-0.015746,128.0,572.28,77.26,7.7151,-0.0058803,0.021536,0.0058803
80,-0.0024307,0.020568,-0.0089547,134.73,602.4,77.211,7.7151,0.0074916,0.020568,0.0074916
84,-0.0024129,0.019971,-0.0081851,141.49,632.51,77.186,7.7151,0.034159,0.019971,0.034159
88,-0.0023599,0.017391,-0.0017264,148.27,662.62,77.167,7.7152,0.020188,0.017391,0.020188
92,-0.0023512,0.017108,-0.002796,155.06,692.72,77.15,7.7152,0.0032058,0.017108,0.0032058
96,-0.0025999,0.01627,-0.0072283,161.87,722.82,77.164,7.7149,0.094858,0.01627,0.094858
100,-0.0027522,0.017499,-0.0049024,168.66,752.92,77.109,7.7148,-0.02226,0.017499,0.02226
104,-0.0028242,0.018706,-0.011097,175.48,783.02,77.096,7.7147,0.052255,0.018706,0.052255
108,-0.0028904,0.018647,-0.0048993,182.31,813.11,77.039,7.7146,-0.028291,0.018647,0.028291
112,-0.0030052,0.021619,-0.014333,189.16,843.2,77.007,7.7145,0.025919,0.021619,0.025919
116,-0.0029985,0.022749,-0.014557,196.03,873.29,76.956,7.7145,0.038989,0.022749,0.038989
120,-0.0029636,0.022781,-0.011532,202.92,903.36,76.904,7.7146,0.024601,0.022781,0.024601
124,-0.0029068,0.019945,-0.0045029,209.84,933.44,76.88,7.7146,0.032004,0.019945,0.032004
128,-0.002824,0.016631,0.0014271,216.77,963.51,76.875,7.7147,0.017779,0.016631,0.017779
132,-0.0029054,0.017586,-0.0077296,223.72,993.57,76.879,7.7146,0.063987,0.017586,0.063987
136,-0.0028842,0.015899,-0.00032779,230.66,1023.6,76.846,7.7146,-0.0082096,0.015899,0.0082096
140,-0.002947,0.018288,-0.0093559,237.62,1053.7,76.828,7.7146,0.020824,0.018288,0.020824
144,-0.0028658,0.016383,-0.0031791,244.59,1083.8,76.805,7.7147,0.019839,0.016383,0.019839
148,-0.0028991,0.018028,-0.0071223,251.57,1113.8,76.773,7.7146,-0.00052932,0.018028,0.00052932
152,-0.0028056,0.013961,0.0040172,258.57,1143.9,76.763,7.7147,-0.0088632,0.013961,0.0088632
156,-0.0031421,0.020594,-0.018503,265.58,1173.9,76.742,7.7144,0.10405,0.020594,0.10405
160,-0.017118,0.093475,-0.20133,272.53,1204.0,76.371,7.7009,0.41927,0.093475,0.41927
164,-0.061629,0.24243,-0.47757,279.43,1233.9,75.001,7.6597,0.52773,0.24243,0.52773
168,-0.11529,0.40839,-0.68897,286.65,1263.6,72.639,7.6132,0.51934,0.40839,0.51934
172,-0.15794,0.53796,-0.75827,294.61,1292.9,69.695,7.5787,0.33246,0.53796,0.33246
176,-0.19057,0.60543,-0.69895,303.67,1321.8,66.746,7.5512,0.15213,0.60543,0.15213
180,-0.2168,0.61007,-0.55425,313.94,1350.1,64.207,7.5255,-0.056555,0.61007,0.056555
184,-0.23576,0.57868,-0.41701,325.32,1377.9,62.284,7.5041,-0.043477,0.57868,0.043477
188,-0.24795,0.54179,-0.33716,337.61,1405.3,60.813,7.4892,0.034405,0.54179,0.034405
192,-0.25676,0.52604,-0.34069,350.63,1432.3,59.481,7.4793,0.11795,0.52604,0.11795
196,-0.2686,0.53759,-0.40296,364.28,1458.8,58.011,7.4683,0.21753,0.53759,0.21753
200,-0.28545,0.56578,-0.47185,378.57,1485.0,56.252,7.4536,0.21841,0.56578,0.21841
204,-0.30554,0.59692,-0.5205,393.57,1510.8,54.258,7.436,0.21593,0.59692,0.21593
208,-0.32455,0.61209,-0.51361,409.36,1535.9,52.17,7.4182,0.12492,0.61209,0.12492
