Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (rad),Abs Sway,Abs Rudder
680,-0.46959,0.31411,-0.13193,3389.2,3792.9,-0.77636,7.2547,-0.048516,0.31411,0.048516
684,-0.457,0.28232,-0.10652,3418.2,3793.5,-1.2554,7.266,-0.05263,0.28232,0.05263
688,-0.44381,0.24778,-0.077001,3447.3,3793.9,-1.6105,7.2779,-0.024108,0.24778,0.024108
692,-0.43005,0.21347,-0.049805,3476.4,3793.9,-1.8596,7.2906,-0.034583,0.21347,0.034583
696,-0.41613,0.17645,-0.015648,3505.6,3793.7,-1.9982,7.3035,-0.08338,0.17645,0.08338
700,-0.40156,0.14544,-0.0016974,3534.8,3793.3,-2.0381,7.3174,-0.069827,0.14544,0.069827
704,-0.38724,0.11344,0.020291,3564.1,3792.8,-2.0096,7.3311,-0.084012,0.11344,0.084012
708,-0.37292,0.08343,0.035213,3593.5,3792.2,-1.8867,7.3451,-0.025657,0.08343,0.025657
712,-0.35916,0.051892,0.060795,3622.9,3791.5,-1.7054,7.3585,-0.078612,0.051892,0.078612
716,-0.3457,0.022419,0.075084,3652.3,3790.9,-1.411,7.3718,0.0034111,0.022419,0.0034111
720,-0.33272,-0.0047812,0.092635,3681.8,3790.3,-1.092,7.3848,-0.073532,0.0047812,0.073532
724,-0.32017,-0.026871,0.09386,3711.4,3789.7,-0.69854,7.3974,0.015236,0.026871,0.015236
728,-0.30846,-0.051893,0.11381,3741.0,3789.3,-0.2808,7.4092,-0.019308,0.051893,0.019308
732,-0.29701,-0.067121,0.10776,3770.7,3789.0,0.16485,7.4208,-0.0015257,0.067121,0.0015257
736,-0.2862,-0.083903,0.11787,3800.4,3788.9,0.60629,7.4318,-0.043114,0.083903,0.043114
740,-0.27613,-0.10214,0.1304,3830.1,3789.0,1.1128,7.4421,-0.011242,0.10214,0.011242
744,-0.2665,-0.11332,0.12691,3859.9,3789.3,1.6264,7.4519,-0.0079954,0.11332,0.0079954
748,-0.25753,-0.12432,0.13345,3889.7,3789.8,2.1209,7.461,-0.081657,0.12432,0.081657
752,-0.25141,-0.15724,0.19974,3919.6,3790.5,2.7328,7.4677,-0.25668,0.15724,0.25668
756,-0.2613,-0.2523,0.38817,3949.4,3791.4,3.9176,7.4605,-0.33323,0.2523,0.33323
760,-0.27732,-0.36055,0.53714,3979.2,3792.7,5.7715,7.4489,-0.3774,0.36055,0.3774
764,-0.29618,-0.45996,0.62126,4008.9,3794.6,8.1145,7.4356,-0.28105,0.45996,0.28105
768,-0.31299,-0.52336,0.61083,4038.5,3797.5,10.616,7.423,-0.11244,0.52336,0.11244
772,-0.32865,-0.55444,0.5585,4067.9,3801.4,12.979,7.4096,-0.0091605,0.55444,0.0091605
776,-0.34137,-0.55248,0.47339,4097.1,3806.4,15.036,7.3968,0.0035017,0.55248,0.0035017
780,-0.35074,-0.53616,0.40488,4126.0,3812.4,16.767,7.3862,-0.033145,0.53616,0.033145
784,-0.35735,-0.52619,0.38539,4154.8,3819.3,18.33,7.3789,-0.069709,0.52619,0.069709
788,-0.36391,-0.52914,0.40517,4183.3,3826.9,19.902,7.3726,-0.11467,0.52914,0.11467
792,-0.37254,-0.54286,0.43917,4211.5,3835.3,21.606,7.365,-0.093717,0.54286,0.093717
796,-0.38287,-0.56054,0.47236,4239.5,3844.5,23.42,7.356,-0.15841,0.56054,0.15841
800,-0.39354,-0.56952,0.46951,4267.1,3854.6,25.319,7.3461,-0.080697,0.56952,0.080697
804,-0.40395,-0.57538,0.46591,4294.4,3865.5,27.196,7.3362,-0.072999,0.57538,0.072999
808,-0.41268,-0.56654,0.43179,4321.2,3877.2,28.978,7.3268,-0.07369,0.56654,0.07369
812,-0.41937,-0.55049,0.39527,4347.7,3889.8,30.618,7.3189,-0.064796,0.55049,0.064796
816,-0.42407,-0.53405,0.36901,4373.7,3903.1,32.156,7.313,0.00024189,0.53405,0.00024189
820,-0.42683,-0.51692,0.35001,4399.4,3917.2,33.59,7.309,-0.01254,0.51692,0.01254
824,-0.42832,-0.50316,0.3423,4424.6,3931.9,34.976,7.3065,-0.017626,0.50316,0.017626
828,-0.42887,-0.48801,0.32823,4449.5,3947.3,36.324,7.305,0.0072811,0.48801,0.0072811
832,-0.42829,-0.47561,0.324,4473.9,3963.3,37.621,7.3047,-0.032402,0.47561,0.032402
836,-0.42697,-0.45664,0.29873,4498.0,3979.9,38.865,7.3048,0.0010731,0.45664,0.0010731
840,-0.42429,-0.43908,0.28264,4521.6,3997.1,40.032,7.3064,0.020134,0.43908,0.020134
844,-0.42064,-0.4129,0.24782,4544.9,4014.7,41.079,7.3085,0.010621,0.4129,0.010621
848,-0.41544,-0.38909,0.22501,4567.8,4032.9,42.036,7.3124,0.063481,0.38909,0.063481
852,-0.40912,-0.36011,0.19413,4590.4,4051.5,42.865,7.3172,0.042496,0.36011,0.042496
856,-0.40144,-0.33514,0.17691,4612.6,4070.6,43.615,7.3237,0.067791,0.33514,0.067791
860,-0.393,-0.30838,0.15549,4634.6,4090.0,44.276,7.331,0.054601,0.30838,0.054601
864,-0.3838,-0.2814,0.13567,4656.3,4109.7,44.845,7.3391,0.023975,0.2814,0.023975
868,-0.37439,-0.25042,0.10393,4677.8,4129.7,45.324,7.3474,0.066597,0.25042,0.066597
872,-0.3639,-0.22409,0.088143,4699.1,4150.0,45.72,7.357,0.096128,0.22409,0.096128
876,-0.35327,-0.19401,0.063963,4720.1,4170.6,46.009,7.3668,0.048817,0.19401,0.048817
880,-0.34226,-0.166,0.043525,4741.1,4191.3,46.234,7.3771,0.093869,0.166,0.093869
884,-0.33125,-0.1353,0.018144,4761.9,4212.3,46.353,7.3875,0.080594,0.1353,0.080594
888,-0.31978,-0.10933,0.0061345,4782.7,4233.3,46.403,7.3985,0.075294,0.10933,0.075294
892,-0.30872,-0.081409,-0.015073,4803.4,4254.5,46.387,7.4092,0.087466,0.081409,0.087466
896,-0.29769,-0.055852,-0.03021,4824.1,4275.8,46.304,7.42,0.099201,0.055852,0.099201
900,-0.28702,-0.029456,-0.04758,4844.7,4297.1,46.142,7.4305,0.068828,0.029456,0.068828
904,-0.27651,-0.0075086,-0.057448,4865.4,4318.5,45.947,7.441,0.10559,0.0075086,0.10559
908,-0.26664,0.016493,-0.075182,4886.2,4339.9,45.689,7.4509,0.10736,0.016493,0.10736
912,-0.257,0.035862,-0.081491,4907.0,4361.2,45.388,7.4606,0.10902,0.035862,0.10902
916,-0.24759,0.051726,-0.081218,4927.9,4382.5,45.055,7.4701,0.04802,0.051726,0.04802
920,-0.23859,0.064766,-0.08401,4948.9,4403.8,44.739,7.4792,0.083053,0.064766,0.083053
924,-0.23042,0.079763,-0.089983,4970.0,4425.0,44.358,7.4875,-0.019269,0.079763,0.019269
928,-0.22241,0.091736,-0.097435,4991.3,4446.1,43.999,7.4957,0.065632,0.091736,0.065632
932,-0.215,0.10446,-0.10256,5012.7,4467.2,43.575,7.5032,-0.0029254,0.10446,0.0029254
936,-0.20783,0.11471,-0.10748,5034.2,4488.1,43.159,7.5105,0.038847,0.11471,0.038847
940,-0.20095,0.12265,-0.10905,5055.9,4508.9,42.736,7.5175,0.064917,0.12265,0.064917
944,-0.19433,0.12714,-0.10381,5077.7,4529.6,42.313,7.5242,0.049541,0.12714,0.049541
948,-0.18792,0.12872,-0.095206,5099.7,4550.2,41.907,7.5307,0.010428,0.12872,0.010428
952,-0.18189,0.13357,-0.10341,5121.8,4570.6,41.52,7.5368,0.058676,0.13357,0.058676
956,-0.17606,0.13358,-0.096649,5144.1,4591.0,41.132,7.5426,0.061703,0.13358,0.061703
960,-0.17032,0.13105,-0.085791,5166.6,4611.1,40.762,7.5483,0.01745,0.13105,0.01745
964,-0.1648,0.13165,-0.088505,5189.2,4631.2,40.409,7.5538,0.01568,0.13165,0.01568
968,-0.15947,0.13096,-0.086492,5211.9,4651.1,40.053,7.5592,0.0095454,0.13096,0.0095454
972,-0.15445,0.12973,-0.082322,5234.8,4670.9,39.697,7.5642,-0.028368,0.12973,0.028368
976,-0.14939,0.12675,-0.079891,5257.8,4690.5,39.385,7.5692,0.033733,0.12675,0.033733
980,-0.14445,0.12274,-0.074576,5280.9,4710.1,39.085,7.574,0.041595,0.12274,0.041595
984,-0.13968,0.12096,-0.074786,5304.2,4729.5,38.782,7.5788,0.020962,0.12096,0.020962
988,-0.13495,0.11032,-0.053229,5327.6,4748.8,38.532,7.5834,0.012911,0.11032,0.012911
992,-0.13039,0.10935,-0.06306,5351.1,4768.0,38.292,7.5879,0.012368,0.10935,0.012368
996,-0.12589,0.095855,-0.037125,5374.7,4787.1,38.103,7.5922,0.014058,0.095855,0.014058
1000,-0.12146,0.092503,-0.043513,5398.4,4806.1,37.926,7.5966,-0.013932,0.092503,0.013932
1004,-0.11704,0.08639,-0.040826,5422.2,4825.0,37.769,7.601,0.030734,0.08639,0.030734
1008,-0.11301,0.085577,-0.045659,5446.0,4843.9,37.572,7.605,-0.026614,0.085577,0.026614
