Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (rad),Abs Sway,Abs Rudder
88,-0.0021418,0.020428,-0.010374,658.0,167.72,14.087,7.7154,0.015099,0.020428,0.015099
92,-0.0020845,0.017162,-0.00016912,687.91,175.3,14.061,7.7154,-0.0028404,0.017162,0.0028404
96,-0.0021657,0.01925,-0.0097055,717.83,182.87,14.046,7.7154,0.031734,0.01925,0.031734
100,-0.0022471,0.0212,-0.010865,747.75,190.42,13.989,7.7153,-0.0077959,0.0212,0.0077959
104,-0.0022319,0.020449,-0.0075853,777.68,197.96,13.953,7.7153,0.0078984,0.020449,0.0078984
108,-0.0021669,0.016903,0.0012401,807.62,205.47,13.937,7.7154,-0.0010294,0.016903,0.0010294
112,-0.0022877,0.018155,-0.008917,837.55,212.96,13.94,7.7152,0.06316,0.018155,0.06316
116,-0.0023301,0.018293,-0.0051746,867.49,220.46,13.893,7.7152,-0.0097651,0.018293,0.0097651
120,-0.0024459,0.019525,-0.012045,897.43,227.94,13.88,7.7151,0.063756,0.019525,0.063756
124,-0.002477,0.019653,-0.007014,927.37,235.41,13.824,7.715,-0.0078894,0.019653,0.0078894
128,-0.0025148,0.019936,-0.010221,957.32,242.85,13.806,7.715,0.048474,0.019936,0.048474
132,-0.0024872,0.017875,-0.0037883,987.28,250.28,13.78,7.715,0.027209,0.017875,0.027209
136,-0.0026126,0.020204,-0.0087103,1017.2,257.7,13.736,7.7149,-0.013623,0.020204,0.013623
140,-0.0025437,0.017302,-0.0019516,1047.2,265.09,13.722,7.715,0.016177,0.017302,0.016177
144,-0.0025844,0.01903,-0.007927,1077.2,272.48,13.695,7.7149,0.009323,0.01903,0.009323
148,-0.0025327,0.013632,0.0042125,1107.1,279.84,13.701,7.715,0.031278,0.013632,0.031278
152,-0.0025928,0.016269,-0.0067267,1137.1,287.21,13.691,7.7149,0.024905,0.016269,0.024905
156,-0.0025219,0.013714,0.00016221,1167.1,294.57,13.682,7.715,0.021974,0.013714,0.021974
160,-0.0024852,0.012595,0.0018778,1197.0,301.92,13.676,7.715,-0.0025922,0.012595,0.0025922
164,-0.0024739,0.012094,0.0009114,1227.0,309.26,13.677,7.715,0.00096114,0.012094,0.00096114
168,-0.0025283,0.014409,-0.0065667,1257.0,316.61,13.664,7.715,0.016526,0.014409,0.016526
172,-0.0024892,0.013799,-0.0042158,1287.0,323.95,13.649,7.715,0.032666,0.013799,0.032666
176,-0.0024774,0.014824,-0.0062129,1316.9,331.28,13.629,7.715,0.026687,0.014824,0.026687
180,-0.0024039,0.012473,0.001081,1346.9,338.6,13.618,7.7151,0.013146,0.012473,0.013146
184,-0.0024163,0.013487,-0.0029722,1376.9,345.92,13.608,7.7151,0.0085538,0.013487,0.0085538
188,-0.002345,0.01066,0.0030375,1406.9,353.23,13.615,7.7152,0.02336,0.01066,0.02336
192,-0.00234,0.011082,-0.0013351,1436.9,360.53,13.623,7.7152,0.033954,0.011082,0.033954
196,-0.0022625,0.0060814,0.011238,1466.8,367.84,13.641,7.7152,0.0063369,0.0060814,0.0063369
200,-0.0024544,0.010818,-0.0056846,1496.8,375.16,13.646,7.7151,0.018593,0.010818,0.018593
204,-0.0023664,0.0073983,0.0063666,1526.8,382.47,13.642,7.7151,-0.0030728,0.0073983,0.0030728
208,-0.0025845,0.0096715,0.00017535,1556.8,389.79,13.635,7.7149,-0.030436,0.0096715,0.030436
212,-0.002695,0.0095293,-0.0034985,1586.8,397.1,13.656,7.7148,0.066097,0.0095293,0.066097
216,-0.0026845,0.0099462,-0.00069157,1616.7,404.42,13.634,7.7148,0.0047878,0.0099462,0.0047878
220,-0.0026698,0.0088476,5.9056e-05,1646.7,411.73,13.648,7.7148,0.046799,0.0088476,0.046799
224,-0.0025997,0.0056648,0.009423,1676.7,419.04,13.657,7.7149,-0.0044255,0.0056648,0.0044255
228,-0.002645,0.0071319,-0.00016197,1706.7,426.36,13.686,7.7149,0.04239,0.0071319,0.04239
232,-0.0026355,0.0086375,-0.0015577,1736.7,433.69,13.673,7.7149,0.0083802,0.0086375,0.0083802
236,-0.002646,0.009419,-0.00069557,1766.6,441.02,13.657,7.7149,-0.0093782,0.009419,0.0093782
240,-0.002611,0.0057243,0.006334,1796.6,448.34,13.687,7.7149,0.041733,0.0057243,0.041733
244,-0.0026973,0.0070675,-0.0013281,1826.6,455.66,13.71,7.7148,0.062723,0.0070675,0.062723
248,-0.0026805,0.0051671,0.0049995,1856.6,463.0,13.719,7.7148,0.031583,0.0051671,0.031583
252,-0.002697,0.0046136,0.0032264,1886.5,470.34,13.748,7.7148,0.052629,0.0046136,0.052629
256,-0.0026979,0.0062494,0.00070776,1916.5,477.7,13.744,7.7148,0.008581,0.0062494,0.008581
260,-0.002669,0.0072857,-0.00084608,1946.5,485.06,13.743,7.7148,0.016215,0.0072857,0.016215
264,-0.0026304,0.0081029,-0.0014636,1976.4,492.42,13.739,7.7149,0.020189,0.0081029,0.020189
268,-0.002622,0.0086263,-0.0026728,2006.4,499.78,13.741,7.7149,0.043808,0.0086263,0.043808
272,-0.0025587,0.0058636,0.0060151,2036.4,507.14,13.749,7.7149,0.021229,0.0058636,0.021229
276,-0.0025846,0.0081673,-0.0021794,2066.4,514.5,13.757,7.7149,0.029131,0.0081673,0.029131
280,-0.0024992,0.0057631,0.0061408,2096.3,521.87,13.761,7.715,0.0066266,0.0057631,0.0066266
284,-0.0024683,0.0044763,0.0081153,2126.3,529.24,13.781,7.715,-0.0082372,0.0044763,0.0082372
288,-0.0026418,0.0080326,-0.0063827,2156.3,536.61,13.804,7.7149,0.066195,0.0080326,0.066195
292,-0.0026091,0.0071823,0.0014356,2186.2,544.0,13.786,7.7149,0.012503,0.0071823,0.012503
296,-0.0026012,0.0082057,-0.0001698,2216.2,551.39,13.782,7.7149,0.0035432,0.0082057,0.0035432
300,-0.0026032,0.0091957,-0.003502,2246.1,558.77,13.785,7.7149,0.041335,0.0091957,0.041335
304,-0.0025372,0.0047703,0.0094928,2276.1,566.15,13.799,7.715,0.017167,0.0047703,0.017167
308,-0.0026733,0.0086347,-0.0026789,2306.1,573.55,13.801,7.7148,0.0044773,0.0086347,0.0044773
312,-0.0026392,0.0055309,0.0048083,2336.0,580.93,13.822,7.7149,0.042729,0.0055309,0.042729
316,-0.002649,0.0072442,-0.0010683,2366.0,588.33,13.83,7.7149,0.03567,0.0072442,0.03567
320,-0.0026451,0.0091528,-0.0030282,2395.9,595.74,13.813,7.7149,0.0088392,0.0091528,0.0088392
324,-0.0025704,0.0062124,0.0049657,2425.9,603.14,13.827,7.7149,0.028603,0.0062124,0.028603
328,-0.0025426,0.0063883,0.0037445,2455.9,610.54,13.836,7.715,0.0050212,0.0063883,0.0050212
332,-0.002693,0.0099826,-0.0043974,2485.8,617.96,13.82,7.7148,-0.007961,0.0099826,0.007961
336,-0.0025995,0.0056018,0.0076213,2515.8,625.36,13.837,7.7149,0.019718,0.0056018,0.019718
340,-0.0028338,0.011567,-0.0086194,2545.7,632.77,13.821,7.7147,0.0055297,0.011567,0.0055297
344,-0.0027243,0.0068444,0.008006,2575.7,640.18,13.817,7.7148,-0.007924,0.0068444,0.007924
348,-0.0028302,0.0094549,-0.0016689,2605.6,647.59,13.822,7.7147,0.0032291,0.0094549,0.0032291
352,-0.0028435,0.0067332,0.0031357,2635.6,654.99,13.847,7.7147,0.055833,0.0067332,0.055833
356,-0.0029045,0.0088367,-0.00026287,2665.6,662.41,13.832,7.7146,-0.0096406,0.0088367,0.0096406
360,-0.0028815,0.0079753,5.1007e-05,2695.5,669.82,13.848,7.7146,0.044166,0.0079753,0.044166
364,-0.0028539,0.0090794,-0.0019744,2725.5,677.24,13.842,7.7147,0.026896,0.0090794,0.026896
368,-0.0028327,0.0099886,-0.0038018,2755.4,684.65,13.838,7.7147,0.039152,0.0099886,0.039152
372,-0.0027503,0.0068422,0.0074425,2785.4,692.07,13.835,7.7148,-0.0074594,0.0068422,0.0074594
376,-0.0029176,0.011634,-0.0081392,2815.3,699.48,13.833,7.7146,0.024358,0.011634,0.024358
380,-0.0028841,0.009051,0.00061905,2845.3,706.9,13.831,7.7146,0.042715,0.009051,0.042715
384,-0.0028369,0.0082083,0.0040606,2875.2,714.31,13.828,7.7147,-0.004846,0.0082083,0.004846
388,-0.0028712,0.010442,-0.0040728,2905.2,721.72,13.831,7.7146,0.025258,0.010442,0.025258
392,-0.0028224,0.0055491,0.0085246,2935.1,729.13,13.851,7.7147,0.033906,0.0055491,0.033906
396,-0.0030013,0.010708,-0.006034,2965.1,736.55,13.84,7.7145,0.0038596,0.010708,0.0038596
400,-0.0029185,0.0099875,-0.0013918,2995.1,743.97,13.828,7.7146,0.016767,0.0099875,0.016767
404,-0.002835,0.0080639,0.0031339,3025.0,751.38,13.837,7.7147,0.025866,0.0080639,0.025866
408,-0.0080496,-0.039408,0.13012,3055.0,758.76,14.021,7.7096,-0.3232,0.039408,0.3232
412,-0.050342,-0.18911,0.44401,3084.9,766.03,15.13,7.6695,-0.65463,0.18911,0.65463
416,-0.13088,-0.39304,0.75397,3114.5,773.45,17.559,7.5968,-0.69727,0.39304,0.69727
420,-0.22337,-0.59212,0.96308,3143.6,781.52,21.026,7.5175,-0.69811,0.59212,0.69811
424,-0.30703,-0.7427,1.0324,3172.1,790.69,25.071,7.4476,-0.48603,0.7427,0.48603
428,-0.37065,-0.81619,0.95527,3199.8,801.34,29.082,7.392,-0.28132,0.81619,0.28132
432,-0.42173,-0.83012,0.81566,3226.6,813.53,32.654,7.3428,-0.056263,0.83012,0.056263
436,-0.45948,-0.80243,0.66384,3252.5,827.17,35.587,7.3022,-0.059355,0.80243,0.059355
440,-0.48907,-0.77922,0.5959,3277.6,842.02,38.094,7.2703,-0.094441,0.77922,0.094441
444,-0.51623,-0.77045,0.59338,3301.9,857.89,40.454,7.2424,-0.1999,0.77045,0.1999
448,-0.54739,-0.78071,0.63667,3325.4,874.69,42.908,7.2125,-0.29041,0.78071,0.29041
452,-0.58395,-0.8006,0.68644,3348.1,892.37,45.55,7.1783,-0.35816,0.8006,0.35816
456,-0.62063,-0.81233,0.69503,3369.9,910.95,48.342,7.1432,-0.23519,0.81233,0.23519
460,-0.65399,-0.81418,0.68227,3390.7,930.45,51.1,7.1103,-0.23568,0.81418,0.23568
464,-0.68329,-0.80616,0.65149,3410.5,950.82,53.776,7.0803,-0.18225,0.80616,0.18225
468,-0.70746,-0.79011,0.61419,3429.2,972.02,56.297,7.0544,-0.19339,0.79011,0.19339
472,-0.72793,-0.77285,0.5847,3446.9,993.95,58.695,7.0322,-0.15962,0.77285,0.15962
476,-0.74562,-0.7581,0.56917,3463.5,1016.6,61.002,7.013,-0.1641,0.7581,0.1641
480,-0.76023,-0.74041,0.54614,3479.2,1039.8,63.237,6.9966,-0.12772,0.74041,0.12772
484,-0.77333,-0.7284,0.54122,3493.9,1063.6,65.42,6.9823,-0.12162,0.7284,0.12162
488,-0.78386,-0.71255,0.5226,3507.6,1087.9,67.557,6.9702,-0.093035,0.71255,0.093035
492,-0.79187,-0.69556,0.50326,3520.4,1112.6,69.616,6.9605,-0.079302,0.69556,0.079302
496,-0.79693,-0.67426,0.47471,3532.1,1137.8,71.575,6.9533,-0.057609,0.67426,0.057609
500,-0.79915,-0.65222,0.45,3543.0,1163.4,73.42,6.949,-0.071131,0.65222,0.071131
504,-0.79891,-0.62972,0.42769,3552.9,1189.4,75.162,6.9472,-0.099273,0.62972,0.099273
508,-0.7965,-0.60067,0.38691,3562.0,1215.6,76.801,6.947,0.0079005,0.60067,0.0079005
512,-0.79137,-0.5751,0.3638,3570.3,1242.2,78.313,6.95,0.034713,0.5751,0.034713
516,-0.78393,-0.54766,0.33925,3577.8,1269.0,79.703,6.9552,-0.032521,0.54766,0.032521
520,-0.77497,-0.51431,0.29838,3584.5,1296.0,80.977,6.9616,0.02879,0.51431,0.02879
524,-0.76357,-0.4823,0.26812,3590.6,1323.2,82.114,6.9706,0.062179,0.4823,0.062179
528,-0.75052,-0.44672,0.23212,3596.0,1350.5,83.109,6.9813,0.059254,0.44672,0.059254
532,-0.73568,-0.41115,0.20099,3600.8,1378.1,83.967,6.9939,0.050499,0.41115,0.050499
536,-0.72012,-0.37086,0.15744,3605.1,1405.7,84.695,7.0072,0.13858,0.37086,0.13858
540,-0.70237,-0.33326,0.1305,3609.0,1433.5,85.264,7.023,0.090454,0.33326,0.090454
544,-0.68458,-0.2897,0.087083,3612.4,1461.4,85.695,7.0389,0.11413,0.2897,0.11413
548,-0.66518,-0.24899,0.057469,3615.5,1489.5,85.983,7.0567,0.11574,0.24899,0.11574
552,-0.64631,-0.20232,0.011401,3618.4,1517.6,86.129,7.0741,0.17503,0.20232,0.17503
556,-0.62636,-0.15774,-0.02132,3621.0,1545.8,86.113,7.0929,0.1654,0.15774,0.1654
560,-0.60607,-0.11474,-0.04845,3623.5,1574.1,85.97,7.1124,0.13343,0.11474,0.13343
564,-0.58656,-0.06926,-0.083932,3625.9,1602.5,85.702,7.1313,0.13759,0.06926,0.13759
568,-0.5665,-0.030794,-0.10022,3628.4,1630.9,85.339,7.1511,0.13652,0.030794,0.13652
572,-0.54782,0.010715,-0.12883,3630.8,1659.5,84.87,7.1697,0.10408,0.010715,0.10408
576,-0.52948,0.047857,-0.14862,3633.4,1688.1,84.321,7.1882,0.13133,0.047857,0.13133
580,-0.51222,0.084202,-0.16922,3636.2,1716.7,83.683,7.2058,0.11562,0.084202,0.11562
584,-0.49573,0.11657,-0.18271,3639.1,1745.4,82.975,7.2227,0.09843,0.11657,0.09843
588,-0.47995,0.14338,-0.18921,3642.3,1774.2,82.24,7.239,0.11556,0.14338,0.11556
592,-0.46529,0.16864,-0.1984,3645.8,1802.9,81.464,7.2542,0.097724,0.16864,0.097724
596,-0.45146,0.18954,-0.20082,3649.6,1831.7,80.656,7.2685,0.055669,0.18954,0.055669
600,-0.43835,0.20659,-0.20286,3653.8,1860.5,79.853,7.2821,0.077768,0.20659,0.077768
604,-0.42594,0.21884,-0.19671,3658.3,1889.4,79.04,7.2948,0.02185,0.21884,0.02185
608,-0.41432,0.23192,-0.20503,3663.1,1918.1,78.249,7.3069,0.088844,0.23192,0.088844
612,-0.40313,0.23919,-0.19744,3668.4,1946.9,77.44,7.3183,0.049412,0.23919,0.049412
616,-0.3923,0.24328,-0.19184,3674.0,1975.7,76.676,7.3292,0.082587,0.24328,0.082587
620,-0.3819,0.24357,-0.17759,3680.0,2004.4,75.917,7.3396,-0.011797,0.24357,0.011797
624,-0.37178,0.24581,-0.17957,3686.3,2033.1,75.202,7.3498,0.024107,0.24581,0.024107
628,-0.36182,0.24474,-0.17325,3693.1,2061.7,74.498,7.3598,0.033513,0.24474,0.033513
632,-0.35213,0.24306,-0.16807,3700.2,2090.3,73.811,7.3694,0.021075,0.24306,0.021075
636,-0.3425,0.23648,-0.15548,3707.6,2118.8,73.181,7.3788,0.060485,0.23648,0.060485
640,-0.33307,0.23352,-0.15469,3715.4,2147.3,72.56,7.3881,0.040566,0.23352,0.040566
644,-0.32377,0.22692,-0.14549,3723.6,2175.8,71.973,7.3972,0.058154,0.22692,0.058154
648,-0.31457,0.21821,-0.13064,3732.0,2204.1,71.409,7.4061,-0.0072182,0.21821,0.0072182
652,-0.30523,0.20714,-0.11881,3740.8,2232.4,70.928,7.4152,0.047016,0.20714,0.047016
656,-0.29592,0.19347,-0.099937,3749.8,2260.7,70.486,7.4241,-0.002006,0.19347,0.002006
660,-0.28648,0.182,-0.094471,3759.2,2288.9,70.111,7.4332,0.040225,0.182,0.040225
664,-0.27717,0.17068,-0.085601,3768.7,2317.1,69.749,7.4423,0.010601,0.17068,0.010601
668,-0.26802,0.16145,-0.081391,3778.5,2345.2,69.405,7.4512,-0.014412,0.16145,0.014412
672,-0.25896,0.14543,-0.061587,3788.5,2373.3,69.134,7.46,0.019041,0.14543,0.019041
676,-0.25069,0.12343,-0.024132,3798.6,2401.4,68.915,7.4678,-0.13765,0.12343,0.13765
680,-0.24286,0.081054,0.042059,3809.0,2429.4,68.974,7.4751,-0.06905,0.081054,0.06905
684,-0.23638,0.024914,0.12398,3819.5,2457.5,69.299,7.4812,-0.15073,0.024914,0.15073
688,-0.22831,-0.02248,0.1564,3829.9,2485.5,69.861,7.4892,-0.11222,0.02248,0.11222
692,-0.22056,-0.064922,0.1763,3840.2,2513.7,70.536,7.4972,-0.06338,0.064922,0.06338
696,-0.21287,-0.084885,0.14536,3850.4,2541.9,71.198,7.5051,0.03779,0.084885,0.03779
700,-0.20554,-0.099224,0.13112,3860.2,2570.3,71.754,7.5126,0.026841,0.099224,0.026841
704,-0.19857,-0.10875,0.12017,3869.9,2598.7,72.264,7.5197,0.032167,0.10875,0.032167
708,-0.19189,-0.11015,0.10291,3879.4,2627.3,72.696,7.5264,-0.0033226,0.11015,0.0033226
712,-0.18536,-0.11708,0.11075,3888.7,2656.0,73.113,7.5331,-0.031304,0.11708,0.031304
716,-0.17929,-0.12748,0.12451,3897.8,2684.7,73.582,7.5393,-0.030854,0.12748,0.030854
720,-0.17388,-0.14294,0.14581,3906.7,2713.5,74.129,7.545,-0.020941,0.14294,0.020941
724,-0.16894,-0.15594,0.155,3915.4,2742.4,74.734,7.5502,-0.01654,0.15594,0.01654
728,-0.16447,-0.16666,0.15799,3923.8,2771.4,75.367,7.5549,0.0040891,0.16666,0.0040891
732,-0.16028,-0.17296,0.15448,3931.9,2800.6,75.989,7.5592,-0.0071584,0.17296,0.0071584
736,-0.15641,-0.17593,0.14588,3939.8,2829.8,76.601,7.5631,0.032895,0.17593,0.032895
740,-0.15255,-0.17516,0.13775,3947.3,2859.1,77.158,7.567,-0.0039448,0.17516,0.0039448
744,-0.14896,-0.16689,0.11368,3954.6,2888.5,77.666,7.5704,0.042515,0.16689,0.042515
748,-0.14497,-0.1651,0.11809,3961.6,2917.9,78.13,7.5743,0.017427,0.1651,0.017427
752,-0.14114,-0.16004,0.11129,3968.3,2947.5,78.584,7.5781,0.009775,0.16004,0.009775
756,-0.1373,-0.16111,0.12196,3974.8,2977.1,79.045,7.5819,-0.014604,0.16111,0.014604
760,-0.13386,-0.15674,0.11437,3981.1,3006.8,79.499,7.5853,-0.036865,0.15674,0.036865
764,-0.13037,-0.15279,0.10823,3987.1,3036.5,79.945,7.5887,0.0010918,0.15279,0.0010918
768,-0.127,-0.14531,0.093558,3992.9,3066.3,80.363,7.5919,0.057591,0.14531,0.057591
772,-0.12339,-0.13782,0.087205,3998.5,3096.2,80.721,7.5954,0.02768,0.13782,0.02768
776,-0.11981,-0.13033,0.080313,4003.8,3126.1,81.06,7.5988,0.039096,0.13033,0.039096
780,-0.11621,-0.12345,0.079083,4008.9,3156.1,81.359,7.6023,-0.018844,0.12345,0.018844
784,-0.11282,-0.1147,0.066039,4013.9,3186.1,81.667,7.6055,0.057636,0.1147,0.057636
788,-0.10916,-0.11044,0.071949,4018.7,3216.1,81.933,7.6091,0.003635,0.11044,0.003635
792,-0.1059,-0.099003,0.052666,4023.3,3246.2,82.184,7.6122,0.03839,0.099003,0.03839
796,-0.1024,-0.090279,0.046767,4027.8,3276.3,82.388,7.6156,0.047196,0.090279,0.047196
800,-0.098859,-0.083014,0.046431,4032.1,3306.5,82.564,7.6191,0.0059906,0.083014,0.0059906
804,-0.095545,-0.073131,0.034375,4036.3,3336.7,82.73,7.6223,0.039638,0.073131,0.039638
808,-0.092131,-0.06538,0.03295,4040.4,3366.9,82.853,7.6256,0.0037729,0.06538,0.0037729
812,-0.088819,-0.058486,0.0302,4044.4,3397.1,82.973,7.6289,0.0055755,0.058486,0.0055755
816,-0.085847,-0.046679,0.011356,4048.3,3427.4,83.069,7.6318,0.065866,0.046679,0.065866
820,-0.082597,-0.045106,0.025883,4052.2,3457.7,83.146,7.635,0.032086,0.045106,0.032086
824,-0.07974,-0.034127,0.0080787,4056.0,3488.0,83.208,7.6378,0.030278,0.034127,0.030278
828,-0.076783,-0.028939,0.0079021,4059.7,3518.3,83.258,7.6408,0.068117,0.028939,0.068117
832,-0.073924,-0.020997,0.0012179,4063.4,3548.7,83.274,7.6436,0.04163,0.020997,0.04163
836,-0.071242,-0.010815,-0.011087,4067.0,3579.1,83.257,7.6463,0.051532,0.010815,0.051532
840,-0.068404,-0.0084459,0.0004009,4070.7,3609.4,83.23,7.6491,0.010499,0.0084459,0.010499
844,-0.065804,-0.0029608,-0.0047252,4074.3,3639.8,83.218,7.6517,0.016279,0.0029608,0.016279
848,-0.063212,-5.4938e-05,-0.0028897,4077.9,3670.2,83.201,7.6543,0.01451,5.4938e-05,0.01451
852,-0.06085,0.0059687,-0.011439,4081.5,3700.6,83.171,7.6567,0.02584,0.0059687,0.02584
856,-0.058482,0.0082491,-0.0094609,4085.2,3731.0,83.139,7.659,0.044833,0.0082491,0.044833
860,-0.056253,0.010531,-0.0060425,4088.8,3761.5,83.089,7.6613,-0.015668,0.010531,0.015668
864,-0.054262,0.014727,-0.011628,4092.4,3791.9,83.042,7.6633,-0.012868,0.014727,0.012868
868,-0.052236,0.018374,-0.015817,4096.1,3822.3,82.988,7.6653,0.016806,0.018374,0.016806
872,-0.050309,0.02336,-0.022333,4099.8,3852.8,82.912,7.6672,0.030255,0.02336,0.030255
876,-0.048424,0.026402,-0.020578,4103.5,3883.2,82.815,7.6691,0.00084024,0.026402,0.00084024
880,-0.046735,0.031549,-0.027289,4107.2,3913.7,82.714,7.6708,0.010556,0.031549,0.010556
884,-0.045018,0.02795,-0.014098,4111.0,3944.1,82.654,7.6725,0.056113,0.02795,0.056113
888,-0.043636,0.029916,-0.013677,4114.8,3974.6,82.56,7.6739,-0.055921,0.029916,0.055921
892,-0.042063,0.029189,-0.015473,4118.7,4005.0,82.523,7.6755,0.040655,0.029189,0.040655
896,-0.040449,0.026436,-0.00609,4122.6,4035.5,82.465,7.6771,-0.015566,0.026436,0.015566
900,-0.039186,0.032124,-0.025206,4126.5,4065.9,82.408,7.6784,0.040228,0.032124,0.040228
904,-0.037716,0.03009,-0.015635,4130.5,4096.4,82.334,7.6798,0.036836,0.03009,0.036836
908,-0.036343,0.032039,-0.020364,4134.5,4126.9,82.264,7.6812,0.034289,0.032039,0.034289
912,-0.034958,0.028,-0.0060669,4138.5,4157.3,82.197,7.6826,-0.019702,0.028,0.019702
916,-0.033775,0.03043,-0.017806,4142.6,4187.8,82.155,7.6838,0.029766,0.03043,0.029766
920,-0.032575,0.031736,-0.020882,4146.7,4218.3,82.088,7.685,0.050795,0.031736,0.050795
924,-0.031335,0.027737,-0.0069395,4150.8,4248.7,82.024,7.6862,-0.0013449,0.027737,0.0013449
928,-0.030158,0.027051,-0.010008,4155.0,4279.2,81.993,7.6874,0.022327,0.027051,0.022327
932,-0.029132,0.027852,-0.016161,4159.2,4309.6,81.957,7.6884,0.063411,0.027852,0.063411
936,-0.028038,0.024478,-0.0051225,4163.4,4340.1,81.907,7.6895,0.0070199,0.024478,0.0070199
940,-0.026999,0.024304,-0.0082681,4167.6,4370.6,81.877,7.6905,0.01138,0.024304,0.01138
944,-0.025941,0.020682,-0.0021647,4171.9,4401.0,81.865,7.6916,0.027388,0.020682,0.027388
948,-0.025005,0.021759,-0.009193,4176.2,4431.5,81.844,7.6925,0.032777,0.021759,0.032777
952,-0.024041,0.019621,-0.0043286,4180.5,4462.0,81.82,7.6935,0.026358,0.019621,0.026358
956,-0.023208,0.020139,-0.0057185,4184.8,4492.5,81.784,7.6943,-0.011162,0.020139,0.011162
960,-0.022323,0.016214,0.00037434,4189.1,4522.9,81.79,7.6952,0.037411,0.016214,0.037411
964,-0.021507,0.016477,-0.0041413,4193.4,4553.4,81.784,7.696,0.032637,0.016477,0.032637
968,-0.020681,0.014998,-0.0015871,4197.8,4583.9,81.775,7.6968,0.026083,0.014998,0.026083
972,-0.019988,0.015582,-0.0025163,4202.1,4614.4,81.749,7.6975,-0.015359,0.015582,0.015359
976,-0.019232,0.014204,-0.0011941,4206.5,4644.8,81.747,7.6983,0.016864,0.014204,0.016864
980,-0.018587,0.011171,0.001981,4210.8,4675.3,81.769,7.6989,0.058754,0.011171,0.058754
984,-0.017933,0.0086062,0.0088701,4215.2,4705.8,81.769,7.6996,-0.022549,0.0086062,0.022549
988,-0.017547,0.01315,-0.0074794,4219.6,4736.3,81.768,7.7,0.011188,0.01315,0.011188
992,-0.016939,0.0067711,0.0088528,4223.9,4766.8,81.789,7.7006,0.04043,0.0067711,0.04043
996,-0.016281,0.0017805,0.018193,4228.3,4797.3,81.83,7.7012,-0.014153,0.0017805,0.014153
1000,-0.016005,0.0074071,-0.0040348,4232.7,4827.8,81.857,7.7015,0.024473,0.0074071,0.024473
1004,-0.015403,0.0077906,-0.0010096,4237.0,4858.3,81.843,7.7021,0.010917,0.0077906,0.010917
1008,-0.014799,0.0062684,0.0042809,4241.3,4888.8,81.848,7.7027,0.0075066,0.0062684,0.0075066
1012,-0.014236,0.0045677,0.0060688,4245.7,4919.3,81.876,7.7033,0.028252,0.0045677,0.028252
1016,-0.013747,0.0057797,0.0012128,4250.0,4949.8,81.89,7.7038,0.026905,0.0057797,0.026905
