date,model_id,run,weight_selection,data,data_n,data_dt,features,targets,window_size,horizon,predict,norm,reconstruct_train,reconstruct_val,model,heads_config,head_number,encoding,ansatz,entangle,reps,map,reorder,optimizer,maxiter,iterations,tolerance,batch_size,learning_rate,perturbation,total params,q params,c params,final val loss,Val Global Open MSE,Val Global Open R2,Val Global Closed R2,step MSE,step R2,local MSE,global open MSE,global open R2,global closed MSE,global closed R2,recursivity,initialization,Surge Velocity Step MSE,Surge Velocity Step R2,Surge Velocity Local MSE,Surge Velocity Global open MSE,Surge Velocity Global open R2,Surge Velocity Global closed MSE,Surge Velocity Global closed R2,Sway Velocity Step MSE,Sway Velocity Step R2,Sway Velocity Local MSE,Sway Velocity Global open MSE,Sway Velocity Global open R2,Sway Velocity Global closed MSE,Sway Velocity Global closed R2,Yaw Rate Step MSE,Yaw Rate Step R2,Yaw Rate Local MSE,Yaw Rate Global open MSE,Yaw Rate Global open R2,Yaw Rate Global closed MSE,Yaw Rate Global closed R2,Yaw Angle Step MSE,Yaw Angle Step R2,Yaw Angle Local MSE,Yaw Angle Global open MSE,Yaw Angle Global open R2,Yaw Angle Global closed MSE,Yaw Angle Global closed R2,config,save_dir,weights
2026-02-17 13:53:55,02-17_13-53-55_multihead_spsa_serial_f5_w5_h5_effsu2_full_r1.pkl,1,Final (Last Iteration),data/reduce_row_number_absolutes,16590,N/A,"['wv', 'sv', 'yr', 'ya', 'rarad']","['Surge Velocity', 'Sway Velocity', 'Yaw Rate', 'Yaw Angle']",5,5,motion,true,false,false,multihead,"[{'features': ['wv', 'sv', 'yr', 'ya', 'rarad'], 'output_dim': 4, 'reps': 1, 'encoding': 'serial', 'ansatz': 'effsu2', 'entangle': 'full', 'map': [0, 1, 2, 3, 4, -1]}]",1,serial,effsu2,full,1,"[0, 1, 2, 3, 4, -1]",false,spsa,4000,4000,,256,"[0.05, 0.001]",0.15,140,20,120,0.11777695711774099,20.56052340111598,0.6231429488651827,-1.0549478242461583,27.602820254107197,0.5810996959771484,27.602820254107197,27.602820254107197,0.5810996959771484,165.8637003459578,-0.9990639378900135,0.8,identity,0.10722612917542705,0.2213996632474281,0.10722612917542705,0.10722612917542705,0.2213996632474281,0.1610438642442548,-0.1693866774521926,0.06810772181919426,0.7640212904806709,0.06810772181919426,0.06810772181919426,0.7640212904806709,0.7705318002263682,-1.6697281160530673,0.08656163913555877,0.6524823984820762,0.08656163913555877,0.08656163913555877,0.6524823984820762,0.566195180126733,-1.2730945595948469,110.14938552629827,0.6864954316984198,110.14938552629827,110.14938552629827,0.6864954316984198,661.9570305392347,-0.8840463984599498,experiment_definitions/experiments_mapping_order_encoding/experiment_head_1_serial.yml,experiments_mapping_order_encoding,"[1.0, 1.0, 1.0, 1.0]"
