Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (deg),Rudder Angle (rad),OOD Label
90,-0.153001435513108,0.256363932201764,-0.353023385343112,677.339958202772,90.8778778783033,10.2631679548334,7.56884145677911,-10,-0.174532925199433,0
91,-0.154198735412407,0.271282547104169,-0.361966622007847,684.737746811111,92.4779043481451,9.91014456949026,7.56816491887403,-10,-0.174532925199433,0
92,-0.155543481617399,0.285970536522186,-0.370688279366465,692.141506390839,94.0468098025517,9.54817794748241,7.56736186089101,-10,-0.174532925199433,0
93,-0.157038397724762,0.300419315750339,-0.37918198367798,699.551267219969,95.583172386304,9.17748966811595,7.56642791578392,-10,-0.174532925199433,0
94,-0.158685689967319,0.314620461432946,-0.387441776409391,706.96703249227,97.0855893826436,8.79830768443797,7.56535919889513,-10,-0.174532925199433,0
95,-0.160487046446771,0.328565773223899,-0.395462182882869,714.38877818501,98.5526785689592,8.41086590802858,7.56415231519736,-10,-0.174532925199433,0
96,-0.162443638835456,0.342247334174992,-0.403238273323636,721.816453000492,99.983079590685,8.01540372514571,7.56280436466016,-10,-0.174532925199433,0
97,-0.164556126653813,0.355657569071329,-0.410765715978021,729.249978384086,101.375455340827,7.61216545182207,7.56131294553766,-10,-0.174532925199433,0
98,-0.166824664186774,0.368789299971544,-0.418040822019547,736.689248620682,102.728493332629,7.20139973584405,7.55967615540717,-10,-0.174532925199433,0
99,-0.169248910057939,0.381635798262095,-0.4250605820297,744.134131010681,104.040907053112,6.7833589138245,7.55789258982467,-10,-0.174532925199433,0
100,-0.171828039435945,0.394190832598096,-0.431822693925456,751.584466125813,105.311437285557,6.3582983317948,7.55596133850266,-10,-0.174532925199433,0
101,-0.174560758804078,0.406448712177084,-0.43832558230397,759.040068144215,106.53885338947,5.92647563786935,7.5538819789565,-10,-0.174532925199433,0
102,-0.177445323182642,0.41840432487516,-0.444568409281613,766.500725263396,107.721954527165,5.48815005556538,7.55165456760765,-10,-0.174532925199433,0
103,-0.180479555655022,0.430053169865383,-0.450551077015735,773.966200188896,108.859570826807,5.04358164628376,7.54927962837418,-10,-0.174532925199433,0
104,-0.183660869013462,0.441391384433893,-0.456274222208743,781.436230695678,109.950564472586,4.59303056926803,7.54675813881937,-10,-0.174532925199433,0
105,-0.186986289310146,0.452415764807786,-0.461739203001324,788.910530258585,110.993830713654,4.13675634705929,7.5440915139687,-10,-0.174532925199433,0
106,-0.190452481073721,0.46312378090781,-0.466948078761346,796.388788747522,111.988298784427,3.67501714405796,7.54128158794091,-10,-0.174532925199433,0
107,-0.194055773931494,0.473513585036182,-0.471903583363692,803.87067318244,112.932932730007,3.20806906529662,7.53833059357159,-10,-0.174532925199433,0
108,-0.197792190363281,0.483584014602902,-0.476609092631635,811.355828542734,113.826732131573,2.73616548193292,7.53524114023506,-10,-0.174532925199433,0
109,-0.201657474304517,0.493334589080963,-0.481068586670146,818.843878625194,114.668732727808,2.25955638930129,7.53201619009388,-10,-0.174532925199433,0
110,-0.205647120313574,0.50276550145981,-0.485286607864558,826.334426944392,115.458006929589,1.77848780263114,7.52865903302251,-10,-0.174532925199433,0
111,-0.209756403021039,0.511877604536056,-0.489268215343544,833.827057669123,116.193664226384,1.29320119476658,7.52517326046412,-10,-0.174532925199433,0
112,-0.213980406586688,0.520672392439527,-0.49301893671358,841.321336588418,116.874851483906,0.80393297942304,7.52156273848634,-10,-0.174532925199433,0
113,-0.2183140539024,0.52915197784056,-0.496544717863508,848.816812100601,117.500753133731,0.31091404270946,7.51783158030295,-10,-0.174532925199433,0
114,-0.222752135295821,0.537319065320741,-0.499851871613678,856.313016218923,118.070591256583,-0.185630675154048,7.51398411852494,-10,-0.174532925199433,0
115,-0.227289336509449,0.545176921413933,-0.502947025946198,863.809465587452,118.583625561999,-0.685482546767727,7.51002487739621,-10,-0.174532925199433,0
116,-0.231920265752365,0.552729341837869,-0.505837072502835,871.305662501104,119.039153267913,-1.18842957271392,7.50595854525639,-10,-0.174532925199433,0
117,-0.236639479646217,0.559980616439428,-0.508529115977469,878.801095924,119.436508884505,-1.69426664521676,7.50178994745759,-10,-0.174532925199433,0
118,-0.241441507912745,0.566935492369781,-0.511030424962905,886.295242500649,119.775063907331,-2.20279576119423,7.49752401994275,-10,-0.174532925199433,0
119,-0.246320876676294,0.573599135990033,-0.513348384739708,893.787567554876,120.054226425281,-2.71382618615713,7.49316578367225,-10,-0.174532925199433,0
120,-0.251272130280903,0.579977093984876,-0.515490452419733,901.27752607182,120.273440649392,-3.22717457089684,7.48872032006252,-10,-0.174532925199433,0
121,-0.25628985154701,0.586075254132502,-0.517464114781367,908.764563658787,120.432186368872,-3.74266502331658,7.48419274757701,-10,-0.174532925199433,0
122,-0.26136868041726,0.591899806144771,-0.519276849059035,916.248117481209,120.529978340915,-4.26012913809794,7.47958819958538,-10,-0.174532925199433,0
123,-0.266503330963774,0.597457202953713,-0.520936086877877,923.727617170441,120.566365621044,-4.77940598715698,7.47491180358339,-10,-0.174532925199433,0
124,-0.271688606750388,0.602754122780146,-0.522449181457125,931.20248570061,120.540930840742,-5.30034207403485,7.47016866184253,-10,-0.174532925199433,0
125,-0.276919414562464,0.60779743227846,-0.523823378143568,938.672140232186,120.4532894391,-5.82279125549198,7.46536383353647,-10,-0.174532925199433,0
126,-0.282190776533831,0.612594151009683,-0.525065788280489,946.135992920418,120.303088855087,-6.34661463363555,7.46050231837055,-10,-0.174532925199433,0
127,-0.287497840715104,0.617151417453547,-0.526183366368002,953.593451687194,120.090007686867,-6.87168042191604,7.45558904172186,-10,-0.174532925199433,0
128,-0.292835890140109,0.62147645673021,-0.52718289042814,961.0439209553,119.813754824334,-7.39786378828404,7.45062884127988,-10,-0.174532925199433,0
