Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (rad)
156,-0.0028242,0.012017,0.0042144,838.36,863.6,45.369,7.7147,-0.0081475
160,-0.0031079,0.015717,-0.0064431,860.0,885.6,45.345,7.7144,-0.026427
164,-0.0030922,0.015939,-0.0072213,881.65,907.59,45.328,7.7144,0.027694
168,-0.0029903,0.012998,0.0021353,903.3,929.58,45.313,7.7145,0.0037117
172,-0.002931,0.012118,0.0011973,924.97,951.55,45.319,7.7146,0.011663
176,-0.0029962,0.014607,-0.0088542,946.63,973.53,45.316,7.7145,0.054196
180,-0.002988,0.0080765,0.013254,968.3,995.5,45.305,7.7145,-0.035787
184,-0.0032494,0.010496,0.00011407,989.97,1017.5,45.323,7.7143,-0.0132
188,-0.0032047,0.01024,-0.0013923,1011.6,1039.4,45.332,7.7143,0.032959
192,-0.003161,0.0073362,0.0087229,1033.3,1061.4,45.327,7.7143,-0.028183
196,-0.003279,0.010175,-0.0050744,1055.0,1083.4,45.349,7.7142,0.046934
200,-0.0031904,0.0079795,0.0046287,1076.6,1105.4,45.337,7.7143,-0.0038236
204,-0.003433,0.01121,-0.0028698,1098.3,1127.3,45.318,7.7141,-0.033398
208,-0.0034518,0.012796,-0.0071938,1120.0,1149.3,45.308,7.7141,0.028375
212,-0.0033412,0.0066966,0.010572,1141.6,1171.3,45.318,7.7142,0.0095661
216,-0.0034204,0.0098709,-0.0020817,1163.3,1193.2,45.327,7.7141,0.010882
220,-0.0033583,0.0096827,0.0005894,1185.0,1215.2,45.315,7.7141,-0.00503
224,-0.0032991,0.0077407,0.0026741,1206.6,1237.2,45.337,7.7142,0.04228
228,-0.0031956,0.0049986,0.009101,1228.3,1259.1,45.355,7.7143,0.0072228
232,-0.0032342,0.0075895,-0.00074954,1250.0,1281.1,45.367,7.7143,0.014575
236,-0.0031188,0.0033039,0.012182,1271.6,1303.1,45.382,7.7144,-0.013674
240,-0.003297,0.0079119,-0.0041008,1293.3,1325.1,45.395,7.7142,0.017212
244,-0.0032925,0.0074549,-0.0020149,1314.9,1347.1,45.401,7.7142,0.055669
248,-0.0033317,0.0079355,0.0023152,1336.6,1369.1,45.376,7.7142,-0.02742
252,-0.0033134,0.0082153,-0.00083027,1358.2,1391.0,45.39,7.7142,0.031218
256,-0.0032236,0.0071208,0.0025758,1379.9,1413.0,45.396,7.7143,0.024584
260,-0.0031263,0.0054788,0.0066762,1401.5,1435.0,45.409,7.7144,0.0035497
264,-0.0030922,0.0061365,0.0025188,1423.2,1457.0,45.426,7.7144,0.015231
268,-0.0030574,0.0069527,-0.00065979,1444.8,1479.0,45.437,7.7144,0.036302
272,-0.0030324,0.0089703,-0.0037603,1466.4,1501.0,45.425,7.7145,0.022201
276,-0.0029507,0.0052067,0.0069113,1488.1,1523.0,45.44,7.7146,0.029162
280,-0.0029368,0.0061852,0.003151,1509.7,1545.0,45.45,7.7146,0.0034858
284,-0.0028726,0.0057128,0.003154,1531.3,1567.0,45.466,7.7146,0.021685
288,-0.0028866,0.0067807,-0.0015286,1552.9,1589.1,45.482,7.7146,0.050704
292,-0.0028483,0.005955,0.0047762,1574.6,1611.1,45.472,7.7147,-0.010873
296,-0.0028809,0.007321,0.0004833,1596.2,1633.1,45.477,7.7146,0.0016018
300,-0.0028987,0.0082634,0.00020031,1617.8,1655.1,45.467,7.7146,-0.01029
304,-0.0028427,0.0076748,0.0010569,1639.4,1677.1,45.477,7.7147,0.023105
308,-0.0029125,0.0099971,-0.0024319,1661.0,1699.2,45.457,7.7146,-0.012164
312,-0.0028712,0.0073574,0.0029056,1682.7,1721.2,45.476,7.7146,0.042357
316,-0.0027932,0.0044755,0.0089255,1704.3,1743.2,45.5,7.7147,0.020372
320,-0.0029233,0.0087219,-0.0037055,1725.9,1765.2,45.499,7.7146,0.0067165
324,-0.0028978,0.0051284,0.0053599,1747.5,1787.3,45.521,7.7146,0.04639
328,-0.0029463,0.0087438,-0.0044114,1769.1,1809.3,45.516,7.7146,0.025122
332,-0.0028757,0.0084844,-0.0010422,1790.7,1831.3,45.508,7.7146,0.024941
336,-0.0030891,0.0098898,-0.0072958,1812.3,1853.4,45.52,7.7144,0.09211
340,-0.0031908,0.0053992,0.012425,1833.9,1875.4,45.499,7.7143,-0.042151
344,-0.003329,0.0077686,-0.00086825,1855.5,1897.4,45.53,7.7142,0.025199
348,-0.0032736,0.0089898,-0.0026338,1877.1,1919.5,45.522,7.7142,0.023228
352,-0.0032031,0.0093422,-0.0020066,1898.7,1941.5,45.516,7.7143,0.025759
356,-0.0031921,0.011493,-0.006813,1920.3,1963.6,45.503,7.7143,0.03881
360,-0.0031321,0.0052962,0.011095,1941.9,1985.6,45.518,7.7144,0.020586
364,-0.0034789,0.0044137,0.013142,1963.5,2007.6,45.526,7.714,-0.10633
368,-0.012874,-0.07019,0.19482,1985.1,2029.6,45.917,7.7049,-0.27319
372,-0.032468,-0.18767,0.39727,2006.7,2051.6,47.088,7.6873,-0.39667
376,-0.056979,-0.31834,0.55219,2028.0,2073.7,49.014,7.6671,-0.32955
380,-0.077822,-0.41828,0.59404,2048.7,2096.3,51.345,7.6511,-0.17679
384,-0.095946,-0.4678,0.5349,2068.7,2119.4,53.636,7.6359,-0.018799
388,-0.11222,-0.46915,0.42149,2087.9,2143.1,55.559,7.6197,0.074117
392,-0.12547,-0.43885,0.30746,2106.3,2167.4,56.983,7.6047,0.044443
396,-0.13365,-0.40781,0.24681,2124.0,2192.1,58.08,7.5948,0.050379
400,-0.13865,-0.3939,0.25572,2141.1,2217.2,59.051,7.5891,-0.073148
404,-0.14454,-0.40283,0.30352,2157.8,2242.5,60.183,7.5837,-0.05801
408,-0.15363,-0.43081,0.37498,2174.1,2268.1,61.538,7.5761,-0.1304
412,-0.16476,-0.45924,0.4132,2189.7,2294.1,63.136,7.5667,-0.081689
416,-0.17579,-0.47345,0.40706,2204.6,2320.4,64.786,7.5566,-0.045487
420,-0.18638,-0.47657,0.38323,2218.8,2347.0,66.383,7.5462,0.0078942
424,-0.1955,-0.45653,0.31924,2232.2,2374.0,67.789,7.5358,0.051274
428,-0.20164,-0.43444,0.28149,2245.0,2401.3,68.983,7.5284,0.032808
432,-0.20573,-0.41092,0.25368,2257.1,2428.9,70.042,7.523,0.011779
436,-0.20819,-0.39545,0.25104,2268.6,2456.7,71.051,7.5197,0.0024713
440,-0.2099,-0.37919,0.2422,2279.6,2484.7,72.022,7.5172,-0.026445
444,-0.21096,-0.3702,0.24716,2290.0,2512.9,73.004,7.5157,-0.0096925
448,-0.21165,-0.3605,0.24459,2299.9,2541.2,73.977,7.5145,-0.030774
452,-0.2121,-0.34552,0.22291,2309.3,2569.8,74.923,7.5134,0.036712
456,-0.21141,-0.33049,0.21081,2318.2,2598.5,75.775,7.5134,-0.0080152
460,-0.21047,-0.30902,0.1795,2326.7,2627.3,76.568,7.5134,0.06788
464,-0.20837,-0.28339,0.14926,2334.6,2656.3,77.223,7.5145,0.062
468,-0.20513,-0.25826,0.12828,2342.2,2685.4,77.768,7.5168,0.036559
472,-0.20132,-0.23261,0.10511,2349.4,2714.6,78.244,7.5198,0.079175
476,-0.19663,-0.20833,0.090927,2356.3,2743.9,78.624,7.5238,0.032889
480,-0.19142,-0.1895,0.085518,2362.9,2773.3,78.985,7.5285,0.056391
484,-0.18633,-0.16526,0.063111,2369.3,2802.7,79.275,7.533,0.047916
488,-0.18081,-0.14303,0.047167,2375.4,2832.2,79.502,7.538,0.070758
492,-0.17486,-0.12584,0.0445,2381.4,2861.8,79.686,7.5437,0.049904
496,-0.16941,-0.10311,0.020188,2387.2,2891.4,79.827,7.5488,0.09485
500,-0.16351,-0.084603,0.01297,2392.9,2921.1,79.894,7.5545,0.065759
504,-0.15784,-0.063568,-0.0041971,2398.5,2950.8,79.91,7.5599,0.061795
508,-0.15208,-0.04561,-0.0131,2404.0,2980.5,79.88,7.5656,0.065532
512,-0.14666,-0.025025,-0.030127,2409.5,3010.3,79.789,7.5709,0.057564
516,-0.14134,-0.0056996,-0.041999,2415.0,3040.1,79.637,7.5762,0.040181
520,-0.13596,0.008222,-0.042742,2420.4,3069.9,79.468,7.5815,0.040616
524,-0.13087,0.019323,-0.039872,2426.0,3099.7,79.283,7.5867,-0.011251
528,-0.12625,0.032264,-0.054561,2431.6,3129.6,79.121,7.5913,0.095302
532,-0.12157,0.041749,-0.052221,2437.2,3159.4,78.895,7.596,0.025341
536,-0.11727,0.053543,-0.063077,2442.9,3189.3,78.664,7.6004,0.041838
540,-0.11304,0.061416,-0.063752,2448.8,3219.1,78.419,7.6047,0.05644
544,-0.10902,0.068456,-0.064851,2454.7,3249.0,78.164,7.6088,0.047582
548,-0.1053,0.076219,-0.068347,2460.7,3278.8,77.884,7.6126,0.011923
552,-0.1017,0.081934,-0.07062,2466.9,3308.6,77.613,7.6162,0.042305
556,-0.098256,0.0864,-0.070071,2473.1,3338.5,77.331,7.6197,0.032831
560,-0.094876,0.086755,-0.061297,2479.6,3368.3,77.064,7.6231,0.011766
564,-0.0917,0.089271,-0.064166,2486.1,3398.0,76.812,7.6263,0.022361
568,-0.08857,0.088235,-0.057024,2492.8,3427.8,76.565,7.6294,0.0064868
572,-0.08567,0.090936,-0.064725,2499.6,3457.6,76.327,7.6324,0.04006
576,-0.08288,0.091622,-0.064384,2506.5,3487.3,76.08,7.6352,0.05607
580,-0.080168,0.091276,-0.0594,2513.6,3517.0,75.823,7.6379,0.010922
584,-0.077472,0.089276,-0.054954,2520.8,3546.7,75.598,7.6405,0.022129
588,-0.074841,0.086277,-0.050433,2528.1,3576.4,75.393,7.6431,0.032494
592,-0.072328,0.083118,-0.044281,2535.5,3606.1,75.189,7.6456,-0.013831
596,-0.069808,0.07941,-0.041927,2543.1,3635.7,75.022,7.6481,0.018812
600,-0.067376,0.077079,-0.041897,2550.7,3665.3,74.853,7.6505,0.01716
604,-0.06503,0.07437,-0.041365,2558.5,3694.9,74.697,7.6528,0.042175
608,-0.062732,0.070798,-0.036283,2566.3,3724.5,74.541,7.6551,0.020676
612,-0.060465,0.066672,-0.031877,2574.2,3754.1,74.407,7.6573,0.020477
616,-0.058243,0.058487,-0.019177,2582.3,3783.7,74.313,7.6595,0.024983
620,-0.056289,0.059431,-0.030175,2590.3,3813.2,74.197,7.6614,-0.0065925
624,-0.054294,0.053101,-0.021971,2598.5,3842.8,74.119,7.6634,0.059474
628,-0.052294,0.050617,-0.021722,2606.7,3872.3,74.026,7.6654,0.021454
632,-0.050453,0.0439,-0.013758,2615.0,3901.8,73.98,7.6672,0.066762
636,-0.048543,0.039507,-0.0092437,2623.3,3931.4,73.925,7.6691,0.0090941
640,-0.046617,0.033431,-0.0024245,2631.7,3960.9,73.9,7.671,0.003621
644,-0.044916,0.032479,-0.0083312,2640.1,3990.4,73.865,7.6727,-0.011296
648,-0.043141,0.026962,-0.0019065,2648.5,4019.9,73.857,7.6744,0.027231
652,-0.041475,0.023886,-0.0028833,2656.9,4049.4,73.857,7.6761,0.043002
656,-0.039901,0.020464,-0.00096708,2665.4,4079.0,73.86,7.6776,0.046828
660,-0.038347,0.018878,-0.00059579,2673.8,4108.5,73.847,7.6792,0.0059797
664,-0.036809,0.015589,0.0027331,2682.3,4138.0,73.855,7.6807,0.018846
668,-0.035336,0.01106,0.01041,2690.8,4167.5,73.871,7.6822,-0.013625
672,-0.03397,0.0095189,0.0059359,2699.3,4197.1,73.908,7.6835,0.018342
676,-0.032728,0.0066078,0.0064014,2707.8,4226.6,73.952,7.6848,0.060355
680,-0.031444,0.0018794,0.015907,2716.2,4256.2,73.99,7.6861,0.0071086
684,-0.03031,0.0036345,0.0045709,2724.7,4285.7,74.031,7.6872,0.023525
688,-0.029079,-0.001619,0.017866,2733.2,4315.3,74.07,7.6884,-0.0059892
692,-0.02795,-0.0035732,0.015986,2741.6,4344.9,74.138,7.6896,0.010548
696,-0.026881,-0.0041552,0.012355,2750.0,4374.5,74.199,7.6906,0.027323
700,-0.025855,-0.0049653,0.014095,2758.4,4404.1,74.24,7.6916,-0.0071178
704,-0.024837,-0.0072749,0.016843,2766.7,4433.7,74.305,7.6927,0.012122
708,-0.023994,-0.0059431,0.012176,2775.1,4463.3,74.348,7.6935,-0.011821
712,-0.023075,-0.0069653,0.013691,2783.4,4492.9,74.402,7.6944,0.0089327
716,-0.022249,-0.0073232,0.011331,2791.7,4522.6,74.466,7.6953,0.048008
720,-0.021402,-0.0083862,0.015765,2799.9,4552.2,74.509,7.6961,-0.0004346
724,-0.020666,-0.0081228,0.014625,2808.2,4581.9,74.558,7.6968,-0.013341
728,-0.020005,-0.0075168,0.0089847,2816.4,4611.6,74.626,7.6975,0.057796
732,-0.019333,-0.0094041,0.014456,2824.6,4641.2,74.681,7.6982,0.046293
736,-0.018721,-0.0092769,0.011737,2832.7,4670.9,74.746,7.6988,0.05784
740,-0.01811,-0.0081334,0.012841,2840.9,4700.6,74.773,7.6994,-0.017296
744,-0.017491,-0.0089117,0.01219,2849.0,4730.4,74.841,7.7,0.045247
748,-0.016853,-0.0095105,0.016046,2857.0,4760.1,74.884,7.7007,-0.0067289
752,-0.016547,-0.0022995,-0.0031472,2865.1,4789.8,74.907,7.701,0.02416
756,-0.015903,-0.0054124,0.011186,2873.1,4819.6,74.93,7.7016,0.02241
760,-0.015339,-0.0042341,0.0081926,2881.1,4849.3,74.966,7.7022,0.016636
764,-0.014744,-0.0068099,0.014752,2889.1,4879.1,75.017,7.7028,0.023714
768,-0.014229,-0.0081632,0.01468,2897.1,4908.8,75.086,7.7033,0.040196
772,-0.013869,-0.0029793,0.0010477,2905.1,4938.6,75.112,7.7036,0.029302
776,-0.013387,-0.00058447,0.00021626,2913.0,4968.4,75.115,7.7041,0.024887
780,-0.012948,-0.00085322,0.003501,2920.9,4998.1,75.136,7.7046,0.04948
784,-0.012472,-0.0017238,0.0083914,2928.8,5027.9,75.158,7.705,0.019727
788,-0.012104,-0.0001389,0.0025303,2936.7,5057.7,75.191,7.7054,0.050949
792,-0.011723,0.0025998,-0.00080245,2944.6,5087.5,75.189,7.7058,0.022764
796,-0.011344,-0.00012447,0.0074662,2952.5,5117.3,75.219,7.7062,0.047122
800,-0.01109,0.0012834,0.0069124,2960.3,5147.1,75.221,7.7064,-0.027692
804,-0.010731,0.0010047,0.0059757,2968.2,5176.9,75.253,7.7068,0.0173
808,-0.010325,-0.00020462,0.0091725,2976.0,5206.8,75.282,7.7072,0.010288
812,-0.010156,0.0051822,-0.0053926,2983.8,5236.6,75.286,7.7073,0.025261
816,-0.0097585,0.0036658,0.0040133,2991.6,5266.4,75.282,7.7077,0.0096659
820,-0.0095859,0.0085152,-0.0091231,2999.4,5296.2,75.28,7.7079,0.048105
824,-0.0094507,0.011011,-0.011294,3007.2,5326.1,75.257,7.7081,0.11072
828,-0.024092,0.086245,-0.20051,3015.0,5355.9,74.903,7.6939,0.45494
832,-0.068229,0.23576,-0.47602,3022.7,5385.6,73.542,7.6529,0.56057
836,-0.12002,0.40074,-0.68265,3030.7,5415.1,71.193,7.608,0.51364
840,-0.16368,0.53404,-0.76179,3039.4,5444.1,68.255,7.5727,0.33518
844,-0.19673,0.60482,-0.70627,3049.2,5472.7,65.279,7.545,0.14122
848,-0.2224,0.61038,-0.5615,3060.2,5500.8,62.729,7.5199,-0.0083695
852,-0.24175,0.57964,-0.41925,3072.2,5528.3,60.767,7.4982,-0.079689
856,-0.25391,0.5494,-0.35628,3085.2,5555.3,59.26,7.4838,0.061404
860,-0.26321,0.53162,-0.34705,3099.0,5581.9,57.881,7.4732,0.13013
864,-0.27579,0.54539,-0.41255,3113.3,5608.1,56.368,7.4617,0.20164
868,-0.2943,0.57696,-0.48734,3128.3,5633.8,54.552,7.4456,0.20705
872,-0.31398,0.60291,-0.51806,3144.0,5659.1,52.523,7.428,0.16935
876,-0.33291,0.61736,-0.51539,3160.5,5683.7,50.448,7.4104,0.14306
880,-0.35071,0.62051,-0.49073,3177.8,5707.8,48.408,7.3929,0.043539
884,-0.36424,0.60432,-0.43912,3195.9,5731.1,46.573,7.3781,0.10054
888,-0.37475,0.58439,-0.3993,3214.7,5753.8,44.907,7.366,0.084023
892,-0.38238,0.56122,-0.36519,3234.2,5775.9,43.39,7.3566,0.074817
896,-0.388,0.54322,-0.35164,3254.3,5797.4,41.952,7.3496,0.051582
900,-0.3925,0.53107,-0.35546,3274.9,5818.3,40.56,7.3442,0.13397
904,-0.39633,0.51857,-0.3463,3296.0,5838.7,39.147,7.3395,0.062107
908,-0.39913,0.50795,-0.34244,3317.7,5858.5,37.769,7.336,0.0674
912,-0.40078,0.49189,-0.32061,3339.8,5877.8,36.433,7.3332,0.018735
916,-0.40064,0.47174,-0.29639,3362.4,5896.5,35.213,7.3321,0.052843
920,-0.39905,0.44852,-0.26716,3385.5,5914.6,34.081,7.3322,0.0043456
924,-0.39567,0.42131,-0.23662,3408.9,5932.3,33.089,7.3339,0.028539
928,-0.39088,0.3882,-0.19494,3432.7,5949.4,32.225,7.3369,-0.023516
932,-0.38417,0.36514,-0.18946,3456.8,5966.2,31.46,7.3424,0.010798
936,-0.37685,0.33631,-0.16232,3481.2,5982.5,30.764,7.3483,0.0027268
940,-0.36863,0.31165,-0.14615,3505.9,5998.5,30.13,7.3555,-0.05383
944,-0.35969,0.28245,-0.11866,3530.8,6014.2,29.597,7.3632,-0.054221
948,-0.34989,0.25321,-0.09574,3555.9,6029.6,29.173,7.372,-0.031315
952,-0.33978,0.22347,-0.069694,3581.3,6044.7,28.824,7.3811,-0.087681
956,-0.32894,0.19461,-0.052773,3606.8,6059.6,28.595,7.3911,-0.010552
960,-0.31812,0.16286,-0.023186,3632.4,6074.4,28.435,7.4012,-0.060981
964,-0.30685,0.13389,-0.0071371,3658.2,6089.0,28.386,7.4119,-0.016106
968,-0.29561,0.10672,0.0087363,3684.1,6103.5,28.39,7.4227,-0.028961
972,-0.28448,0.081297,0.021956,3710.0,6118.0,28.455,7.4335,-0.019869
976,-0.27367,0.05544,0.039637,3736.0,6132.4,28.581,7.444,-0.026474
980,-0.26308,0.032825,0.051013,3762.1,6146.9,28.754,7.4545,-0.04794
984,-0.25295,0.0085685,0.068456,3788.2,6161.4,28.994,7.4646,-0.040434
988,-0.24318,-0.011239,0.076375,3814.3,6175.9,29.271,7.4743,-0.060291
992,-0.23378,-0.02605,0.073033,3840.4,6190.5,29.578,7.4838,-0.00048965
996,-0.22514,-0.048627,0.098571,3866.5,6205.3,29.926,7.4925,-0.022107
1000,-0.21678,-0.058882,0.085439,3892.5,6220.1,30.312,7.501,0.048192
1004,-0.20891,-0.075368,0.10508,3918.5,6235.1,30.68,7.509,-0.037872
1008,-0.20138,-0.081378,0.091309,3944.5,6250.3,31.076,7.5166,0.01034
1012,-0.19425,-0.095179,0.1089,3970.4,6265.6,31.479,7.5239,-0.011269
1016,-0.18748,-0.099472,0.098642,3996.2,6281.1,31.889,7.5307,-0.0038838
1020,-0.18126,-0.10951,0.10749,4021.9,6296.7,32.327,7.537,0.052891
1024,-0.17515,-0.10995,0.095941,4047.6,6312.6,32.722,7.5432,0.0070813
1028,-0.16919,-0.1108,0.092052,4073.2,6328.6,33.095,7.5491,0.0041497
1032,-0.1635,-0.1156,0.099433,4098.7,6344.8,33.487,7.5549,0.018564
1036,-0.15807,-0.11693,0.097578,4124.1,6361.2,33.874,7.5603,-0.0022986
1040,-0.15288,-0.1164,0.091787,4149.4,6377.7,34.255,7.5655,0.01585
1044,-0.14782,-0.11712,0.093489,4174.6,6394.5,34.621,7.5706,-0.0010181
1048,-0.14327,-0.10862,0.069487,4199.8,6411.4,34.957,7.575,0.057446
1052,-0.13851,-0.1059,0.071425,4224.8,6428.4,35.249,7.5797,0.053259
1056,-0.13384,-0.099717,0.065368,4249.8,6445.7,35.508,7.5843,0.0026661
1060,-0.12918,-0.098566,0.071254,4274.7,6463.0,35.78,7.589,0.0022499
1064,-0.12479,-0.094852,0.067054,4299.5,6480.5,36.051,7.5933,0.00055911
1068,-0.12058,-0.088653,0.057748,4324.2,6498.2,36.293,7.5974,0.0046316
1072,-0.11649,-0.084871,0.053978,4348.9,6515.9,36.538,7.6015,0.064988
1076,-0.11247,-0.07744,0.044364,4373.5,6533.8,36.735,7.6054,0.046789
1080,-0.10853,-0.068027,0.033395,4398.0,6551.8,36.885,7.6093,0.029597
1084,-0.10452,-0.062034,0.033826,4422.5,6569.9,37.013,7.6132,0.0096173
1088,-0.10069,-0.05612,0.03164,4446.9,6588.1,37.135,7.617,0.00025986
1092,-0.09708,-0.047588,0.019721,4471.3,6606.3,37.244,7.6206,0.040393
1096,-0.093395,-0.043581,0.025802,4495.7,6624.7,37.317,7.6242,-0.016462
1100,-0.090035,-0.035609,0.012899,4520.0,6643.1,37.403,7.6275,0.040729
1104,-0.086512,-0.033395,0.020668,4544.4,6661.5,37.465,7.6311,0.0093807
1108,-0.083326,-0.02626,0.0085179,4568.7,6680.0,37.531,7.6342,0.046269
1112,-0.080189,-0.019088,0.0012763,4592.9,6698.5,37.554,7.6373,0.047792
1116,-0.077122,-0.01364,-0.00078336,4617.2,6717.1,37.562,7.6404,0.051091
1120,-0.074162,-0.0077795,-0.0043177,4641.5,6735.7,37.553,7.6433,0.040451
1124,-0.071347,-0.0032331,-0.0065783,4665.7,6754.3,37.544,7.6462,0.061855
1128,-0.06867,0.0039658,-0.014114,4690.0,6772.9,37.501,7.6488,0.041099
1132,-0.066053,0.0094688,-0.017051,4714.2,6791.6,37.445,7.6515,0.049574
1136,-0.063525,0.011754,-0.01323,4738.5,6810.2,37.396,7.654,0.054161
1140,-0.061046,0.013315,-0.0099195,4762.8,6828.8,37.351,7.6565,0.033317
1144,-0.058742,0.017844,-0.01581,4787.2,6847.5,37.292,7.6588,0.017571
1148,-0.056447,0.018943,-0.013401,4811.5,6866.1,37.242,7.6611,0.036631
1152,-0.054447,0.026023,-0.026434,4835.8,6884.7,37.159,7.6631,0.034122
1156,-0.052442,0.026716,-0.021274,4860.2,6903.3,37.082,7.6651,0.063742
1160,-0.050431,0.026491,-0.013597,4884.6,6921.8,37.0,7.6671,0.0024761
1164,-0.048526,0.027824,-0.01752,4909.1,6940.3,36.947,7.669,0.040212
1168,-0.046818,0.030375,-0.018336,4933.5,6958.9,36.853,7.6707,-0.01989
1172,-0.045117,0.032693,-0.023006,4958.0,6977.4,36.777,7.6725,0.027267
1176,-0.043581,0.035007,-0.021912,4982.6,6995.8,36.665,7.674,-0.026287
1180,-0.042034,0.035917,-0.024758,5007.1,7014.2,36.592,7.6756,0.053701
1184,-0.040472,0.035617,-0.019041,5031.7,7032.6,36.493,7.6771,0.0024872
1188,-0.038979,0.036332,-0.021284,5056.3,7051.0,36.416,7.6786,0.023393
1192,-0.037517,0.036111,-0.019913,5081.0,7069.3,36.335,7.6801,0.024076
1196,-0.036119,0.035109,-0.018262,5105.6,7087.6,36.266,7.6815,0.037984
1200,-0.034776,0.03269,-0.010639,5130.3,7105.9,36.193,7.6828,-0.015264
1204,-0.033595,0.032965,-0.018452,5155.1,7124.2,36.157,7.684,0.063742
1208,-0.032369,0.03273,-0.01631,5179.8,7142.4,36.081,7.6852,0.019839
1212,-0.031275,0.035932,-0.025482,5204.6,7160.6,36.003,7.6863,0.042237
1216,-0.030133,0.033996,-0.017492,5229.4,7178.7,35.923,7.6874,0.033982
1220,-0.029064,0.034016,-0.019068,5254.2,7196.9,35.859,7.6885,0.046287
1224,-0.027968,0.028917,-0.0057164,5279.1,7215.0,35.809,7.6896,0.01413
1228,-0.026975,0.029599,-0.012591,5304.0,7233.1,35.768,7.6906,0.015438
1232,-0.026088,0.026146,-0.0088091,5328.9,7251.1,35.75,7.6915,0.069869
1236,-0.025181,0.025983,-0.0083568,5353.8,7269.2,35.697,7.6924,-0.00389
1240,-0.024316,0.027575,-0.015514,5378.7,7287.2,35.655,7.6932,0.030267
1244,-0.023416,0.025093,-0.0091587,5403.7,7305.2,35.614,7.6941,0.037119
1248,-0.022523,0.023255,-0.005551,5428.7,7323.2,35.58,7.695,0.01059
1252,-0.021714,0.020354,0.00064678,5453.6,7341.2,35.554,7.6958,-0.025644
1256,-0.020972,0.020401,-0.0065226,5478.6,7359.2,35.552,7.6966,0.031126
