Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (rad)
144,-0.0069044,-0.022249,0.0098966,921.13,619.71,37.043,7.7106,0.03332
148,-0.006765,-0.017723,0.0074525,945.79,638.24,37.075,7.7108,0.023993
152,-0.0066827,-0.016098,0.0088509,970.43,656.79,37.127,7.7108,0.061956
156,-0.0066345,-0.0096703,-0.00051478,995.05,675.37,37.141,7.7109,0.039808
160,-0.0063961,-0.010511,0.011465,1019.7,693.96,37.159,7.7111,0.0067352
164,-0.0062862,-0.0084387,0.0064129,1044.3,712.57,37.208,7.7112,0.048851
168,-0.0061687,-0.0045823,0.0013788,1068.8,731.2,37.22,7.7113,0.029876
172,-0.0061969,-0.0036005,0.0011427,1093.4,749.85,37.251,7.7113,0.083194
176,-0.0063013,0.0014652,-0.0013943,1118.0,768.52,37.215,7.7112,-0.031357
180,-0.006256,0.0027084,-0.0034119,1142.5,787.18,37.233,7.7112,0.063859
184,-0.0064124,0.0057656,-0.00024926,1167.1,805.85,37.185,7.7111,-0.05911
188,-0.0065541,0.0098727,-0.012707,1191.6,824.51,37.19,7.711,0.072382
192,-0.0064069,0.0089291,-0.0024124,1216.2,843.18,37.16,7.7111,0.031646
196,-0.0065213,0.015562,-0.01426,1240.7,861.85,37.105,7.711,-0.010017
200,-0.0063018,0.014776,-0.0062464,1265.3,880.49,37.067,7.7112,0.008482
204,-0.0061904,0.015702,-0.005328,1289.9,899.13,37.03,7.7113,-0.01322
208,-0.0060103,0.013778,-0.00215,1314.5,917.75,37.031,7.7115,0.037474
212,-0.0059,0.014183,-0.0015726,1339.1,936.37,37.005,7.7116,-0.014084
216,-0.0057546,0.013961,-0.0038,1363.7,954.98,37.005,7.7118,0.033205
220,-0.0057496,0.019243,-0.016464,1388.3,973.59,36.963,7.7118,0.03484
224,-0.0056061,0.019094,-0.0082892,1412.9,992.19,36.9,7.7119,-0.0099885
228,-0.0055556,0.021017,-0.011538,1437.5,1010.8,36.855,7.712,0.0012104
232,-0.0055255,0.022435,-0.015742,1462.1,1029.3,36.82,7.712,0.062199
236,-0.0055008,0.018231,-0.0028351,1486.8,1047.9,36.795,7.712,0.050122
240,-0.0054083,0.019565,-0.0071651,1511.5,1066.4,36.763,7.7121,0.01007
244,-0.0052266,0.017598,-0.0024762,1536.1,1084.9,36.744,7.7123,0.010301
248,-0.0051658,0.017633,-0.0072,1560.8,1103.4,36.741,7.7124,0.057079
252,-0.0050599,0.018363,-0.0073525,1585.5,1121.9,36.704,7.7125,0.01702
256,-0.0049558,0.019311,-0.009961,1610.2,1140.4,36.675,7.7126,0.03358
260,-0.0048183,0.018869,-0.0067115,1634.9,1158.9,36.638,7.7127,0.014519
264,-0.0046881,0.018292,-0.00604,1659.6,1177.4,36.617,7.7128,0.026049
268,-0.0046925,0.017076,-0.0062355,1684.3,1195.8,36.614,7.7128,0.068464
272,-0.0046459,0.018918,-0.0096525,1709.1,1214.3,36.575,7.7129,0.026479
276,-0.0045026,0.017596,-0.0044758,1733.8,1232.7,36.545,7.713,0.01386
280,-0.0043847,0.01716,-0.0044255,1758.5,1251.1,36.527,7.7131,0.01644
284,-0.0042668,0.016392,-0.0028772,1783.3,1269.5,36.508,7.7133,0.0075872
288,-0.0041159,0.011504,0.0086973,1808.1,1287.9,36.512,7.7134,-0.014573
292,-0.004155,0.013402,-0.0024506,1832.8,1306.4,36.522,7.7134,0.010601
296,-0.0041289,0.010018,0.0025741,1857.6,1324.7,36.544,7.7134,0.0587
300,-0.0041383,0.013252,-0.0058738,1882.4,1343.2,36.524,7.7134,0.013461
304,-0.0041018,0.014279,-0.0083623,1907.1,1361.6,36.51,7.7134,0.051294
308,-0.0041484,0.015719,-0.010805,1931.9,1380.0,36.486,7.7134,0.0659
312,-0.0041219,0.013001,-0.00087582,1956.7,1398.3,36.468,7.7134,0.039989
316,-0.0041205,0.014578,-0.0036162,1981.5,1416.7,36.441,7.7134,-0.010634
320,-0.0039707,0.010641,0.0060299,2006.2,1435.1,36.445,7.7135,-0.0028602
324,-0.0038825,0.0099465,0.0028472,2031.0,1453.5,36.464,7.7136,0.016735
328,-0.003737,0.0066212,0.008737,2055.8,1471.8,36.488,7.7138,0.012143
332,-0.0037683,0.0096454,-0.0027001,2080.6,1490.2,36.495,7.7137,0.01743
336,-0.0037017,0.0089062,-0.00098368,2105.4,1508.6,36.5,7.7138,0.04431
340,-0.0035978,0.0075815,0.0041231,2130.2,1527.0,36.498,7.7139,0.0049163
344,-0.0036216,0.0099196,-0.0024937,2155.0,1545.3,36.493,7.7139,0.0023215
348,-0.0035007,0.0080261,0.0036157,2179.7,1563.7,36.494,7.714,0.0051797
352,-0.0035065,0.0072347,0.0060351,2204.5,1582.1,36.496,7.714,-0.026418
356,-0.0034778,0.0061591,0.0033723,2229.3,1600.5,36.532,7.714,0.042145
360,-0.0034773,0.0060297,0.0013085,2254.1,1618.9,36.553,7.714,0.054146
364,-0.0035094,0.0077712,-0.0035857,2278.9,1637.3,36.557,7.714,0.055809
368,-0.0034447,0.0070987,0.0031036,2303.6,1655.7,36.541,7.7141,-0.0072309
372,-0.0033662,0.0064623,0.0034277,2328.4,1674.1,36.556,7.7141,0.012501
376,-0.0033262,0.0078365,-0.00091607,2353.2,1692.5,36.561,7.7142,0.020611
380,-0.0032357,0.0072402,0.0014626,2377.9,1710.9,36.564,7.7143,0.022842
384,-0.0031883,0.0081803,-0.0013613,2402.7,1729.3,36.568,7.7143,0.030561
388,-0.0030735,0.0041758,0.010779,2427.5,1747.7,36.58,7.7144,-0.0039749
392,-0.0030697,0.0044459,0.0037904,2452.2,1766.1,36.621,7.7144,0.042445
396,-0.003053,0.0056037,0.0024615,2477.0,1784.5,36.619,7.7144,-0.0010576
400,-0.0031412,0.0087861,-0.0075543,2501.7,1803.0,36.626,7.7144,0.059243
404,-0.0031347,0.0062215,0.0070828,2526.5,1821.4,36.601,7.7144,-0.032106
408,-0.0031322,0.0059902,0.0040283,2551.2,1839.8,36.626,7.7144,0.0095338
412,-0.0031574,0.0088612,-0.0049551,2576.0,1858.2,36.63,7.7143,0.037037
416,-0.0030623,0.0046187,0.0086588,2600.7,1876.7,36.64,7.7144,0.016338
420,-0.003132,0.0084333,-0.0043651,2625.5,1895.1,36.648,7.7144,0.031286
424,-0.0030374,0.0069935,0.0023187,2650.2,1913.6,36.645,7.7145,0.018891
428,-0.0029793,0.0066963,0.0017573,2675.0,1932.0,36.659,7.7145,0.032248
432,-0.0028945,0.0052852,0.0060352,2699.7,1950.4,36.669,7.7146,0.006109
436,-0.0028813,0.0065574,0.00040189,2724.4,1968.9,36.684,7.7146,0.025531
440,-0.0030306,0.0065169,-0.0019989,2749.2,1987.4,36.707,7.7145,0.082543
444,-0.0030391,0.0068521,0.00047058,2773.9,2005.8,36.698,7.7145,0.027725
448,-0.0030724,0.0098752,-0.0072491,2798.6,2024.3,36.692,7.7144,0.047362
452,-0.0030222,0.0086242,-0.00033712,2823.3,2042.7,36.681,7.7145,0.032993
456,-0.0031417,0.0079801,0.0057477,2848.1,2061.2,36.662,7.7144,-0.049446
460,-0.0032428,0.0089791,-0.0027519,2872.8,2079.7,36.689,7.7143,0.048431
464,-0.003172,0.0016776,0.018507,2897.5,2098.1,36.711,7.7143,-0.014721
468,-0.0031267,0.00010006,0.013279,2922.2,2116.6,36.778,7.7144,0.017239
472,-0.0030358,-0.00446,0.019027,2947.0,2135.1,36.85,7.7145,0.027336
476,-0.0030289,-0.0095275,0.02353,2971.7,2153.6,36.95,7.7145,0.045373
480,-0.0030063,-0.011198,0.02062,2996.3,2172.1,37.041,7.7145,0.033957
484,-0.0029594,-0.012582,0.019922,3021.0,2190.7,37.123,7.7146,0.025716
488,-0.003185,-0.0090348,0.01195,3045.6,2209.3,37.16,7.7143,-0.03203
492,-0.0032878,-0.0070688,0.0048769,3070.2,2227.9,37.216,7.7142,0.05833
496,-0.0032211,-0.0073001,0.011032,3094.8,2246.5,37.24,7.7143,0.0094332
500,-0.0031794,-0.0066429,0.0090091,3119.4,2265.2,37.288,7.7143,0.033371
504,-0.0030869,-0.008771,0.015824,3143.9,2283.9,37.337,7.7144,0.017038
508,-0.0030109,-0.011443,0.01972,3168.5,2302.6,37.415,7.7145,0.025865
512,-0.0029932,-0.010569,0.014968,3193.0,2321.3,37.479,7.7145,0.014514
516,-0.0031373,-0.013563,0.018165,3217.5,2340.1,37.574,7.7144,0.076007
520,-0.0032117,-0.012093,0.016703,3242.0,2358.8,37.618,7.7143,-0.015907
524,-0.0033497,-0.0084635,0.0043576,3266.4,2377.7,37.679,7.7142,0.060087
528,-0.003283,-0.0093055,0.012539,3290.9,2396.5,37.708,7.7142,0.016159
532,-0.003305,-0.0065263,0.0050359,3315.3,2415.4,37.752,7.7142,0.044635
536,-0.0032609,-0.0055522,0.0063417,3339.7,2434.2,37.778,7.7142,0.034487
540,-0.0031879,-0.0050102,0.0084487,3364.1,2453.1,37.803,7.7143,0.012537
544,-0.0031286,-0.008753,0.017075,3388.5,2472.0,37.868,7.7144,0.036803
548,-0.0031975,-0.0045867,0.0042905,3412.9,2491.0,37.908,7.7143,0.032963
552,-0.0031729,-0.0017283,0.0015396,3437.2,2509.9,37.915,7.7143,0.018176
556,-0.0030927,-0.0012031,0.004464,3461.6,2528.9,37.927,7.7144,0.016301
560,-0.0031397,0.00048345,-8.268e-06,3485.9,2547.8,37.953,7.7144,0.06083
564,-0.0030807,-0.0010028,0.0097681,3510.2,2566.8,37.958,7.7144,-0.0080723
568,-0.0030978,0.00013405,0.003477,3534.6,2585.8,37.999,7.7144,0.046345
572,-0.0031991,-0.00065554,0.0048034,3558.9,2604.8,38.035,7.7143,0.071698
576,-0.0032053,0.00074981,0.0029703,3583.2,2623.8,38.049,7.7143,0.03652
580,-0.0031268,0.00077631,0.0055631,3607.5,2642.8,38.061,7.7144,0.01272
584,-0.003264,0.0058913,-0.0086151,3631.8,2661.9,38.069,7.7142,0.062427
588,-0.0032499,0.0051558,0.0034268,3656.0,2680.9,38.036,7.7143,-0.024932
592,-0.0032875,0.0074207,-0.00304,3680.3,2699.9,38.041,7.7142,0.019711
596,-0.0032258,0.0069795,-0.00043472,3704.6,2719.0,38.044,7.7143,0.039078
600,-0.0032126,0.0082182,-0.00012494,3728.9,2738.0,38.027,7.7143,-0.0073317
604,-0.0031122,0.0062925,0.0046452,3753.2,2757.1,38.041,7.7144,0.013869
608,-0.0031505,0.0069177,-0.00094256,3777.5,2776.1,38.066,7.7144,0.06057
612,-0.0030945,0.0061723,0.0031745,3801.7,2795.1,38.065,7.7144,0.019464
616,-0.0032504,0.010239,-0.0049791,3826.0,2814.2,38.042,7.7143,-0.014316
620,-0.0031616,0.0089792,8.1948e-05,3850.3,2833.2,38.039,7.7143,0.017264
624,-0.0031419,0.010701,-0.0034398,3874.6,2852.3,38.027,7.7144,0.010915
628,-0.0031875,0.010238,-0.0036803,3898.9,2871.3,38.035,7.7143,0.064772
632,-0.0032356,0.012376,-0.0041845,3923.1,2890.4,37.997,7.7143,-0.010936
636,-0.0031631,0.011501,-0.00082364,3947.4,2909.4,37.987,7.7143,0.0067288
640,-0.0031203,0.012173,-0.0028964,3971.7,2928.4,37.979,7.7144,0.014496
644,-0.0030669,0.011424,-0.0019095,3996.0,2947.4,37.979,7.7144,0.038489
648,-0.0030119,0.010486,-1.4716e-05,4020.3,2966.5,37.98,7.7145,0.033366
652,-0.0030263,0.01327,-0.0073421,4044.6,2985.5,37.963,7.7145,0.028593
656,-0.0029446,0.0078484,0.0081365,4068.9,3004.5,37.971,7.7146,0.019959
660,-0.0031288,0.012085,-0.0047678,4093.2,3023.5,37.96,7.7144,-0.0063014
664,-0.0031055,0.01289,-0.0065105,4117.5,3042.5,37.949,7.7144,0.037928
668,-0.0030078,0.010189,0.0031748,4141.8,3061.6,37.938,7.7145,0.0080545
672,-0.0030494,0.013014,-0.0070161,4166.1,3080.6,37.935,7.7145,0.035469
676,-0.0030606,0.013266,-0.0065596,4190.4,3099.6,37.921,7.7145,0.053101
680,-0.0030137,0.013013,-0.0020707,4214.8,3118.6,37.892,7.7145,0.0024199
684,-0.0029544,0.012588,-0.0021421,4239.1,3137.6,37.889,7.7146,0.024176
688,-0.0028523,0.0096149,0.0050841,4263.4,3156.5,37.894,7.7147,0.011325
692,-0.0028473,0.010156,-0.001061,4287.7,3175.5,37.911,7.7147,0.041603
696,-0.0027898,0.0085651,0.0026967,4312.1,3194.5,37.917,7.7147,0.029017
700,-0.0028121,0.011181,-0.0053359,4336.4,3213.5,37.912,7.7147,0.031475
704,-0.0027718,0.012166,-0.0049536,4360.7,3232.5,37.889,7.7147,0.019775
708,-0.0027406,0.012568,-0.0050797,4385.0,3251.5,37.876,7.7148,0.03606
712,-0.0026761,0.010869,0.0021954,4409.4,3270.5,37.86,7.7148,-0.0041554
716,-0.0027037,0.011852,-0.0016538,4433.7,3289.5,37.855,7.7148,0.0010082
720,-0.0026849,0.012219,-0.0021856,4458.0,3308.4,37.843,7.7148,0.0045497
724,-0.0026356,0.0085197,0.0049678,4482.4,3327.4,37.864,7.7149,0.038623
728,-0.0026269,0.0090294,0.0022193,4506.7,3346.4,37.867,7.7149,0.0030463
732,-0.0029036,0.011267,-0.0090315,4531.0,3365.3,37.885,7.7146,0.097228
736,-0.0029804,0.0074151,0.0085834,4555.4,3384.3,37.86,7.7145,-0.018721
740,-0.003087,0.0098456,-0.0016777,4579.7,3403.3,37.87,7.7144,0.0057793
744,-0.0030406,0.010634,-0.0030456,4604.1,3422.3,37.862,7.7145,0.019789
748,-0.0030089,0.011823,-0.0053791,4628.4,3441.2,37.85,7.7145,0.033862
752,-0.0029269,0.0097999,0.0015231,4652.7,3460.2,37.845,7.7146,0.023656
756,-0.0028778,0.0089278,0.0013592,4677.1,3479.2,37.858,7.7146,0.036543
760,-0.0029511,0.007566,0.0075743,4701.4,3498.1,37.849,7.7146,-0.041652
764,-0.0031644,0.0088057,-0.0039525,4725.8,3517.1,37.888,7.7143,0.07821
768,-0.0031334,0.0075901,0.0033109,4750.1,3536.1,37.875,7.7144,0.0084664
772,-0.0032293,0.011921,-0.010036,4774.4,3555.0,37.871,7.7143,0.048917
776,-0.0032038,0.0034355,0.017962,4798.8,3574.0,37.874,7.7143,-0.030404
780,-0.0035814,-0.0202,0.065992,4823.1,3593.0,38.052,7.7139,-0.033125
784,-0.0049046,-0.056856,0.12537,4847.5,3611.9,38.447,7.7128,-0.048407
788,-0.0060479,-0.091003,0.15727,4871.7,3631.0,39.021,7.712,-0.042263
792,-0.0071153,-0.11399,0.15683,4895.8,3650.2,39.658,7.7112,-0.0077651
796,-0.0083456,-0.12999,0.15139,4919.8,3669.7,40.276,7.7103,-0.0022139
800,-0.0098917,-0.12982,0.11575,4943.5,3689.3,40.823,7.7087,0.060463
804,-0.010991,-0.12417,0.093475,4967.1,3709.2,41.229,7.7075,0.019653
808,-0.011852,-0.11681,0.076513,4990.6,3729.2,41.574,7.7065,0.045566
812,-0.012327,-0.11663,0.087164,5013.9,3749.4,41.891,7.7061,-0.0081953
816,-0.012897,-0.11485,0.086851,5037.1,3769.7,42.228,7.7055,-0.018672
820,-0.013467,-0.12312,0.10986,5060.1,3790.1,42.618,7.705,-0.033128
824,-0.014261,-0.12571,0.10517,5083.1,3810.7,43.062,7.7043,0.027174
828,-0.015258,-0.13632,0.12475,5105.9,3831.4,43.535,7.7034,0.023139
832,-0.016193,-0.1374,0.11498,5128.5,3852.3,44.012,7.7025,0.014154
836,-0.017141,-0.13572,0.10332,5150.9,3873.4,44.461,7.7016,0.049003
840,-0.018061,-0.12561,0.078874,5173.2,3894.7,44.829,7.7005,0.058092
844,-0.018512,-0.1156,0.068065,5195.3,3916.1,45.11,7.6999,0.016073
848,-0.018756,-0.10655,0.060043,5217.3,3937.7,45.369,7.6995,0.032449
852,-0.018734,-0.10372,0.06901,5239.2,3959.4,45.625,7.6995,0.0093417
856,-0.018855,-0.09748,0.063874,5261.0,3981.1,45.876,7.6993,-0.011806
860,-0.018876,-0.091502,0.057001,5282.7,4003.0,46.125,7.6992,0.029241
864,-0.018826,-0.092029,0.066678,5304.2,4025.0,46.388,7.6992,0.045612
868,-0.018746,-0.087839,0.062187,5325.7,4047.1,46.634,7.6993,0.0043146
872,-0.018912,-0.076508,0.040283,5347.0,4069.3,46.832,7.699,0.021826
876,-0.018608,-0.069971,0.038019,5368.3,4091.6,46.992,7.6992,0.030928
880,-0.018451,-0.058434,0.022056,5389.4,4114.0,47.112,7.6993,0.043546
884,-0.017972,-0.051976,0.024579,5410.5,4136.4,47.2,7.6997,0.015417
888,-0.017554,-0.044695,0.019196,5431.6,4158.9,47.29,7.7001,0.031525
892,-0.017037,-0.04253,0.025712,5452.6,4181.4,47.388,7.7006,0.037841
896,-0.016621,-0.036072,0.018053,5473.5,4204.0,47.471,7.701,0.024208
900,-0.016151,-0.032591,0.017583,5494.5,4226.6,47.554,7.7014,0.048136
904,-0.015862,-0.023274,0.0048914,5515.3,4249.3,47.583,7.7017,0.010576
908,-0.015347,-0.018382,0.0048169,5536.2,4272.0,47.604,7.7022,0.023496
912,-0.015011,-0.010285,-0.0067587,5557.0,4294.7,47.612,7.7025,0.060634
916,-0.014559,-0.0060543,-0.0044468,5577.8,4317.4,47.597,7.7029,0.050652
920,-0.014043,-0.0035325,0.00088703,5598.6,4340.2,47.579,7.7035,0.0045811
924,-0.013757,0.0033277,-0.012431,5619.4,4362.9,47.57,7.7037,0.060189
928,-0.013259,0.0038684,-0.0021484,5640.1,4385.7,47.536,7.7042,0.015261
932,-0.01322,0.013814,-0.020832,5660.9,4408.4,47.474,7.7043,0.0068583
936,-0.012841,0.012542,-0.0093591,5681.7,4431.1,47.439,7.7047,0.060275
940,-0.012464,0.015828,-0.012653,5702.5,4453.9,47.392,7.7051,0.033659
944,-0.01207,0.018136,-0.013733,5723.4,4476.6,47.343,7.7055,0.036188
948,-0.01168,0.018788,-0.0088437,5744.2,4499.3,47.285,7.7058,-0.0063914
952,-0.011509,0.024767,-0.022967,5765.1,4522.0,47.226,7.706,0.036337
956,-0.011164,0.02287,-0.012181,5785.9,4544.7,47.168,7.7064,0.043164
960,-0.011075,0.028989,-0.02312,5806.8,4567.3,47.076,7.7065,-0.0039794
964,-0.010822,0.028597,-0.019523,5827.8,4590.0,47.015,7.7067,0.062438
968,-0.010629,0.028156,-0.011022,5848.7,4612.6,46.925,7.7069,-0.035564
972,-0.010443,0.02972,-0.016755,5869.7,4635.2,46.87,7.7071,0.0070752
976,-0.010138,0.02987,-0.017052,5890.7,4657.8,46.812,7.7074,0.035867
980,-0.0098638,0.029682,-0.013355,5911.7,4680.3,46.736,7.7077,-0.0084152
984,-0.0095603,0.028736,-0.012709,5932.8,4702.8,46.69,7.708,0.021314
988,-0.0092357,0.025986,-0.0058621,5953.9,4725.3,46.645,7.7083,-0.0036085
992,-0.0091228,0.028699,-0.015569,5974.9,4747.8,46.593,7.7084,0.0021141
996,-0.0089511,0.030058,-0.016516,5996.1,4770.3,46.518,7.7086,-0.0081353
1000,-0.0087978,0.028239,-0.0146,6017.2,4792.7,46.482,7.7088,0.066394
1004,-0.0086567,0.031636,-0.021565,6038.4,4815.2,46.403,7.7089,0.028373
1008,-0.0083869,0.02566,-0.004129,6059.6,4837.6,46.358,7.7092,0.019299
1012,-0.0082425,0.028318,-0.016047,6080.8,4859.9,46.318,7.7093,0.033708
1016,-0.0079991,0.026948,-0.0098249,6102.0,4882.3,46.256,7.7095,-0.0040868
1020,-0.0078189,0.0235,-0.0063191,6123.3,4904.6,46.247,7.7097,0.056473
1024,-0.0075752,0.020713,-0.0017256,6144.5,4927.0,46.227,7.71,0.019572
1028,-0.0074122,0.022135,-0.0087561,6165.8,4949.3,46.199,7.7101,0.011383
1032,-0.0072126,0.020775,-0.007663,6187.1,4971.6,46.18,7.7103,0.045812
1036,-0.0069918,0.01989,-0.005433,6208.4,4993.9,46.15,7.7105,0.017033
1040,-0.0067708,0.019003,-0.004296,6229.7,5016.2,46.127,7.7108,0.0090792
1044,-0.0066658,0.01814,-0.0068097,6251.0,5038.5,46.125,7.7109,0.063335
1048,-0.0065278,0.01787,-0.0033634,6272.4,5060.8,46.085,7.711,-0.011524
1052,-0.0063963,0.015273,-0.0019113,6293.7,5083.0,46.098,7.7111,0.056156
1056,-0.0062443,0.016092,-0.0044153,6315.1,5105.3,46.076,7.7113,0.014297
1060,-0.006023,0.014189,0.00010993,6336.4,5127.6,46.065,7.7115,0.009185
1064,-0.0058063,0.011621,0.0044403,6357.8,5149.8,46.071,7.7117,0.0028097
1068,-0.0056638,0.010876,0.00057054,6379.1,5172.1,46.093,7.7118,0.042231
1072,-0.0056488,0.012133,-0.0058909,6400.5,5194.3,46.098,7.7119,0.068278
1076,-0.005492,0.0088539,0.0061737,6421.9,5216.6,46.087,7.712,-0.00067232
1080,-0.0053979,0.01033,-0.0019339,6443.2,5238.8,46.099,7.7121,0.028184
1084,-0.0052306,0.010096,-0.00046058,6464.6,5261.1,46.093,7.7123,0.017937
1088,-0.0050631,0.0090302,0.0014445,6486.0,5283.3,46.099,7.7124,0.026055
1092,-0.0049055,0.0077989,0.0030628,6507.3,5305.6,46.112,7.7126,0.027805
1096,-0.0047418,0.0050383,0.0078519,6528.7,5327.8,46.139,7.7128,0.026793
1100,-0.0046756,0.0048603,0.0073818,6550.1,5350.1,46.152,7.7128,-0.016919
1104,-0.0045929,0.0048963,0.0046316,6571.4,5372.4,46.175,7.7129,0.0061935
1108,-0.004495,0.0055592,0.0010388,6592.8,5394.6,46.193,7.713,0.03318
1112,-0.0043867,0.0064044,-0.00011032,6614.1,5416.9,46.195,7.7131,0.026702
1116,-0.0043045,0.0080169,-0.0032367,6635.4,5439.2,46.192,7.7132,0.034001
1120,-0.0041507,0.0051689,0.0073958,6656.8,5461.5,46.194,7.7134,-0.0012076
1124,-0.0040334,0.0040372,0.0069363,6678.1,5483.8,46.225,7.7135,0.015931
1128,-0.0039582,0.0047541,0.0037362,6699.4,5506.1,46.24,7.7135,0.0088776
1132,-0.0039279,0.0052203,0.00015018,6720.8,5528.4,46.264,7.7136,0.052824
1136,-0.0038486,0.0022259,0.011894,6742.1,5550.7,46.268,7.7137,-0.023507
1140,-0.003897,0.0041235,0.0030027,6763.4,5573.0,46.296,7.7136,0.006355
1144,-0.0037973,0.004188,0.0032604,6784.7,5595.3,46.308,7.7137,0.014646
1148,-0.0037295,0.0055146,0.00015,6806.0,5617.6,46.315,7.7138,0.021692
1152,-0.003625,0.0036745,0.0052684,6827.3,5640.0,46.334,7.7139,0.03229
1156,-0.0036185,0.0065231,-0.0015685,6848.6,5662.3,46.333,7.7139,0.01294
1160,-0.0035098,0.004556,0.0044458,6869.9,5684.6,46.348,7.714,0.029941
1164,-0.0035335,0.0083378,-0.0057103,6891.1,5707.0,46.346,7.714,0.034261
1168,-0.0034078,0.0049855,0.0071041,6912.4,5729.3,46.346,7.7141,0.0060009
1172,-0.0032901,0.0023017,0.010707,6933.7,5751.7,46.384,7.7142,0.014888
1176,-0.0033497,0.0031419,0.0073765,6955.0,5774.0,46.401,7.7142,-0.021902
1180,-0.0035001,0.0065428,-0.0059814,6976.2,5796.4,46.426,7.714,0.066904
1184,-0.0034408,0.0024227,0.011508,6997.5,5818.7,46.421,7.7141,-0.015986
1188,-0.0037381,0.0079596,-0.0048069,7018.7,5841.1,46.421,7.7138,-0.0090852
1192,-0.00366,0.007634,0.00046663,7040.0,5863.5,46.407,7.7138,-0.0060167
1196,-0.0035722,0.0068877,0.0015059,7061.2,5885.9,46.421,7.7139,0.02969
1200,-0.0034762,0.0064718,0.00312,7082.5,5908.2,46.426,7.714,0.012719
1204,-0.0035384,0.010813,-0.0091193,7103.7,5930.6,46.419,7.714,0.041684
1208,-0.0035362,0.0090111,-0.0014228,7125.0,5953.0,46.413,7.714,0.053059
1212,-0.0034395,0.0058537,0.0089184,7146.2,5975.4,46.416,7.7141,-0.0053309
1216,-0.0034989,0.0075151,-0.0018657,7167.5,5997.7,46.448,7.714,0.059098
1220,-0.0034308,0.0055176,0.0050467,7188.7,6020.1,46.455,7.7141,0.026181
1224,-0.0033756,0.0044912,0.0046605,7210.0,6042.5,46.484,7.7141,0.042497
1228,-0.0034013,0.0076181,-0.0044638,7231.2,6064.9,46.488,7.7141,0.044952
1232,-0.0033415,0.0089153,-0.0032665,7252.4,6087.3,46.467,7.7142,0.016134
