Time (s),Surge Velocity,Sway Velocity,Yaw Rate,Position X,Position Y,Yaw Angle,Speed U,Rudder Angle (rad)
376,-0.0054311,-0.037845,0.11129,2796.1,772.44,15.583,7.7122,-0.12096
380,-0.010033,-0.1008,0.2166,2825.8,780.61,16.234,7.7081,-0.17865
384,-0.015682,-0.16922,0.2948,2855.5,788.96,17.263,7.7037,-0.16342
388,-0.021212,-0.22522,0.32261,2885.0,797.66,18.513,7.6996,-0.092398
392,-0.026499,-0.25463,0.29313,2914.4,806.84,19.763,7.6952,0.0020275
396,-0.031621,-0.25688,0.2329,2943.6,816.55,20.811,7.6902,0.032737
400,-0.036069,-0.24434,0.17516,2972.6,826.74,21.634,7.6853,0.080545
404,-0.039087,-0.22603,0.13673,3001.5,837.36,22.251,7.6817,0.058451
408,-0.040843,-0.21978,0.14354,3030.2,848.3,22.813,7.6798,0.02622
412,-0.042667,-0.22511,0.17471,3058.8,859.54,23.429,7.6781,-0.066338
416,-0.045087,-0.23447,0.19235,3087.2,871.08,24.186,7.676,0.005315
420,-0.048602,-0.2564,0.23719,3115.5,882.96,25.044,7.6732,-0.051971
424,-0.052125,-0.26412,0.22949,3143.6,895.23,25.966,7.6699,-0.049076
428,-0.055787,-0.27005,0.22158,3171.6,907.91,26.891,7.6665,0.032405
432,-0.059126,-0.26033,0.18567,3199.3,921.03,27.705,7.6628,0.045273
436,-0.061735,-0.2463,0.15609,3226.8,934.54,28.402,7.6597,0.079934
440,-0.063395,-0.22945,0.13373,3254.1,948.4,28.982,7.6575,0.060175
444,-0.064119,-0.21741,0.13218,3281.3,962.58,29.496,7.6565,-0.0063571
448,-0.0646,-0.20746,0.12851,3308.3,977.04,30.02,7.6557,0.015946
452,-0.064837,-0.19714,0.12407,3335.1,991.77,30.507,7.6552,-0.018903
456,-0.064814,-0.19375,0.13147,3361.8,1006.8,31.027,7.6551,0.012729
460,-0.064949,-0.18323,0.11408,3388.4,1022.0,31.531,7.6547,0.05812
464,-0.064527,-0.17727,0.11689,3414.8,1037.5,31.986,7.655,0.011242
468,-0.06415,-0.16688,0.10316,3441.0,1053.2,32.425,7.6552,0.02639
472,-0.063975,-0.14612,0.068384,3467.2,1069.2,32.762,7.6549,0.045789
476,-0.062649,-0.13568,0.072419,3493.2,1085.4,33.036,7.6561,0.009639
480,-0.061726,-0.11727,0.047752,3519.1,1101.7,33.278,7.6567,0.049124
484,-0.060452,-0.10001,0.031294,3544.9,1118.2,33.453,7.6577,0.091643
488,-0.058737,-0.092094,0.042459,3570.6,1134.8,33.604,7.6593,0.053524
492,-0.057203,-0.07801,0.030672,3596.3,1151.5,33.727,7.6607,-0.0036259
496,-0.055478,-0.066761,0.022309,3622.0,1168.3,33.846,7.6623,0.053595
500,-0.053612,-0.056833,0.019562,3647.5,1185.2,33.925,7.6641,0.029883
504,-0.051755,-0.048052,0.017081,3673.1,1202.1,33.992,7.6659,0.015655
508,-0.049963,-0.040221,0.012167,3698.6,1219.1,34.062,7.6676,0.050863
512,-0.048229,-0.030643,0.0047139,3724.1,1236.2,34.089,7.6693,0.02717
516,-0.046666,-0.019891,-0.0081747,3749.6,1253.3,34.097,7.6709,0.074239
520,-0.04502,-0.011073,-0.011496,3775.0,1270.5,34.062,7.6725,0.057412
524,-0.043672,0.0018585,-0.023389,3800.5,1287.6,33.969,7.6738,0.00027254
528,-0.042043,0.0083138,-0.021967,3825.9,1304.8,33.889,7.6755,0.041821
532,-0.040573,0.015888,-0.027201,3851.4,1321.9,33.8,7.6769,0.059594
536,-0.039127,0.022239,-0.02655,3876.9,1339.0,33.68,7.6784,0.0090986
540,-0.037744,0.027178,-0.029263,3902.4,1356.1,33.581,7.6798,0.051978
544,-0.036425,0.032073,-0.031181,3928.0,1373.2,33.463,7.6811,0.044395
548,-0.035063,0.032386,-0.022299,3953.5,1390.2,33.356,7.6825,0.021313
552,-0.033921,0.037375,-0.03006,3979.1,1407.2,33.243,7.6837,0.014182
556,-0.032765,0.040825,-0.032108,4004.8,1424.2,33.117,7.6848,0.020685
560,-0.031669,0.0442,-0.034541,4030.5,1441.1,32.985,7.686,0.027922
564,-0.03072,0.049362,-0.040407,4056.2,1457.9,32.828,7.6869,0.017731
568,-0.029667,0.048626,-0.032214,4081.9,1474.7,32.691,7.688,0.032015
572,-0.028832,0.048961,-0.027278,4107.7,1491.5,32.547,7.6888,-0.035867
576,-0.02797,0.050255,-0.032483,4133.5,1508.2,32.435,7.6897,0.023339
580,-0.027053,0.04824,-0.027544,4159.4,1524.8,32.329,7.6906,0.047977
584,-0.026149,0.046962,-0.023433,4185.3,1541.4,32.215,7.6915,0.0017117
588,-0.025372,0.046382,-0.022521,4211.3,1557.9,32.108,7.6923,-0.0212
592,-0.024738,0.048766,-0.030208,4237.2,1574.4,31.994,7.6929,-0.0055906
596,-0.023944,0.048437,-0.029958,4263.3,1590.9,31.886,7.6937,0.038686
600,-0.0232,0.046874,-0.022836,4289.3,1607.3,31.763,7.6944,-0.017217
604,-0.022656,0.048404,-0.027753,4315.4,1623.6,31.648,7.695,-0.019242
608,-0.021948,0.043166,-0.018532,4341.5,1639.9,31.581,7.6957,0.052216
612,-0.021193,0.039561,-0.01377,4367.7,1656.1,31.517,7.6964,0.026882
616,-0.020505,0.039646,-0.018413,4393.8,1672.3,31.445,7.6971,0.009283
620,-0.01976,0.036642,-0.013221,4420.0,1688.5,31.38,7.6978,0.0076624
624,-0.019052,0.033801,-0.0097671,4446.2,1704.7,31.328,7.6985,-0.0026949
628,-0.018517,0.036147,-0.022121,4472.5,1720.8,31.273,7.6991,0.044251
632,-0.017853,0.031312,-0.0076642,4498.8,1736.9,31.207,7.6997,0.00043814
636,-0.01728,0.030142,-0.0088782,4525.0,1752.9,31.163,7.7003,-0.010313
640,-0.01678,0.029705,-0.014859,4551.3,1769.0,31.138,7.7008,0.062442
644,-0.01625,0.022202,0.0034294,4577.7,1785.0,31.117,7.7013,0.020405
648,-0.015721,0.022363,-0.0064629,4604.0,1801.0,31.118,7.7018,0.043567
652,-0.015129,0.019262,-0.00058318,4630.3,1817.0,31.101,7.7024,0.016199
656,-0.01483,0.018083,0.0019989,4656.7,1832.9,31.073,7.7027,-0.058052
660,-0.014499,0.018646,-0.0062189,4683.0,1848.9,31.074,7.703,0.014948
664,-0.013916,0.012244,0.0090958,4709.4,1864.9,31.081,7.7036,0.0026861
668,-0.013702,0.016405,-0.0066425,4735.7,1880.8,31.07,7.7038,-0.0061331
672,-0.013348,0.0083754,0.010288,4762.1,1896.8,31.107,7.7042,0.057836
676,-0.012938,0.0092385,0.0036702,4788.5,1912.7,31.119,7.7046,0.0045296
680,-0.01251,0.010183,-0.0017214,4814.8,1928.7,31.127,7.705,0.028647
684,-0.012076,0.0083819,0.0019647,4841.2,1944.6,31.138,7.7054,0.041406
688,-0.011676,0.0052589,0.0073736,4867.6,1960.6,31.167,7.7058,0.042552
692,-0.011315,0.0066152,0.0025133,4893.9,1976.6,31.175,7.7062,0.0060158
696,-0.010888,0.0043642,0.0065298,4920.3,1992.6,31.202,7.7066,0.027969
700,-0.01058,0.0034316,0.0095871,4946.6,2008.6,31.213,7.7069,-0.027716
704,-0.010316,0.0047859,0.001086,4973.0,2024.6,31.246,7.7072,0.036404
708,-0.0099184,-0.0012721,0.018195,4999.3,2040.6,31.279,7.7076,-0.0059172
712,-0.010006,0.0054743,-0.0037612,5025.7,2056.6,31.294,7.7075,-0.00019609
716,-0.009619,-0.00054008,0.014025,5052.0,2072.6,31.325,7.7079,0.016531
720,-0.0093864,0.0015571,0.0054551,5078.3,2088.7,31.354,7.7081,0.0047634
724,-0.0090934,0.00076872,0.0055366,5104.7,2104.7,31.39,7.7084,0.044678
728,-0.0087869,0.00054341,0.0065097,5131.0,2120.8,31.414,7.7087,0.025006
732,-0.0084779,-0.00033562,0.0096206,5157.3,2136.8,31.437,7.709,-0.0011594
736,-0.0084202,0.0034492,0.00049794,5183.6,2152.9,31.442,7.7091,-0.013007
740,-0.008197,0.00027922,0.0076035,5209.9,2169.0,31.482,7.7093,0.052388
744,-0.0079451,0.00050734,0.0065234,5236.2,2185.2,31.508,7.7096,0.026048
748,-0.0076832,0.00033609,0.0078958,5262.5,2201.3,31.528,7.7098,0.0010269
752,-0.0074025,-0.0013638,0.011017,5288.8,2217.4,31.566,7.7101,0.010163
756,-0.0071766,-0.0012446,0.0078653,5315.0,2233.6,31.609,7.7103,0.02792
760,-0.0070348,0.00073361,0.0048073,5341.3,2249.7,31.618,7.7105,-0.0087557
764,-0.0069314,0.002961,0.0014825,5367.6,2265.9,31.621,7.7106,-0.0081819
768,-0.0067456,0.0041099,-0.00057989,5393.8,2282.1,31.632,7.7108,0.032424
772,-0.0065406,0.0023494,0.0087569,5420.1,2298.3,31.632,7.711,-0.02134
776,-0.0063798,0.0023138,0.0061927,5446.3,2314.5,31.663,7.7111,0.0090995
780,-0.0062181,0.00045763,0.0077794,5472.6,2330.7,31.707,7.7113,0.048793
784,-0.0060373,-0.00056697,0.011244,5498.8,2346.9,31.73,7.7115,-0.0068722
788,-0.0060618,0.0043051,-0.0049304,5525.0,2363.1,31.753,7.7114,0.048372
792,-0.00591,0.0053107,-0.0024606,5551.3,2379.4,31.743,7.7116,0.038166
796,-0.0057668,0.0067524,-0.0032515,5577.5,2395.6,31.736,7.7117,0.038643
800,-0.0055567,0.0043975,0.0063472,5603.7,2411.9,31.739,7.7119,0.0085322
804,-0.0054177,0.0049287,0.0022913,5629.9,2428.1,31.762,7.7121,0.032328
808,-0.0052797,0.0061256,0.00063483,5656.1,2444.4,31.762,7.7122,0.012298
812,-0.0050905,0.0043242,0.0066744,5682.4,2460.6,31.772,7.7124,0.0015344
816,-0.0049715,0.0046151,0.00436,5708.6,2476.9,31.791,7.7125,0.0065105
820,-0.0048743,0.0057357,0.0016725,5734.8,2493.2,31.797,7.7126,0.0044852
824,-0.0048161,0.0084858,-0.0054075,5761.0,2509.4,31.795,7.7127,0.035174
828,-0.0046703,0.0053248,0.0054241,5787.2,2525.7,31.802,7.7128,0.028405
832,-0.0046171,0.0070225,0.0012038,5813.4,2542.0,31.802,7.7129,-0.0022433
836,-0.004579,0.009484,-0.0041534,5839.6,2558.3,31.792,7.7129,0.0097207
840,-0.0044172,0.0079948,0.0020693,5865.8,2574.6,31.789,7.7131,0.011135
844,-0.0043801,0.010791,-0.0057905,5892.0,2590.9,31.782,7.7131,0.026795
848,-0.0042383,0.0076614,0.0041355,5918.2,2607.1,31.785,7.7133,0.026058
852,-0.0040983,0.0059202,0.0066224,5944.4,2623.4,31.805,7.7134,0.014492
856,-0.0040415,0.0072829,0.00097066,5970.6,2639.7,31.816,7.7135,0.013507
860,-0.0039529,0.0078267,-0.00081119,5996.8,2656.0,31.821,7.7136,0.030439
864,-0.0038441,0.0074644,0.0021817,6023.0,2672.3,31.817,7.7137,0.0049806
868,-0.0037913,0.0089231,-0.0024817,6049.2,2688.6,31.82,7.7137,0.026072
872,-0.0037741,0.012107,-0.0079649,6075.4,2704.9,31.794,7.7137,0.017742
876,-0.0036639,0.010479,-0.0011083,6101.6,2721.2,31.783,7.7138,0.029542
880,-0.0035695,0.0099377,0.00010586,6127.8,2737.5,31.783,7.7139,0.024922
884,-0.0035004,0.0034864,0.017442,6154.1,2753.7,31.805,7.714,-0.074457
888,-0.015275,-0.073988,0.21012,6180.3,2770.0,32.187,7.7026,-0.42352
892,-0.069642,-0.24539,0.53858,6206.4,2786.1,33.675,7.6518,-0.65556
896,-0.14359,-0.4439,0.80052,6232.2,2802.4,36.405,7.5869,-0.56532
900,-0.20755,-0.60918,0.91975,6257.2,2819.3,39.894,7.5346,-0.43006
904,-0.25488,-0.6971,0.86102,6281.3,2837.3,43.512,7.4951,-0.17587
908,-0.29192,-0.70818,0.69501,6304.3,2856.4,46.654,7.4593,0.040411
912,-0.32014,-0.66867,0.51264,6326.3,2876.5,49.044,7.4275,0.073173
916,-0.3382,-0.62238,0.40341,6347.2,2897.5,50.845,7.4055,0.03253
920,-0.35018,-0.60492,0.41003,6367.4,2919.1,52.449,7.3921,-0.090777
924,-0.36561,-0.6181,0.48229,6387.0,2941.3,54.213,7.3778,-0.23147
928,-0.38715,-0.64785,0.55654,6405.8,2964.0,56.306,7.3589,-0.22287
932,-0.41365,-0.68247,0.61526,6423.8,2987.2,58.661,7.3357,-0.24023
936,-0.43803,-0.69534,0.60065,6440.8,3011.0,61.112,7.3126,-0.13567
940,-0.45947,-0.69334,0.56456,6456.8,3035.5,63.449,7.2911,-0.092638
944,-0.47674,-0.67364,0.50337,6471.7,3060.5,65.584,7.272,-0.039725
948,-0.48977,-0.6506,0.4598,6485.7,3086.0,67.505,7.2569,-0.039613
952,-0.49962,-0.62925,0.43426,6498.7,3111.9,69.288,7.2453,-0.048814
956,-0.50732,-0.61248,0.42526,6510.8,3138.2,70.999,7.2361,-0.079442
960,-0.51428,-0.604,0.43475,6522.1,3164.8,72.709,7.2285,-0.11896
964,-0.52026,-0.59126,0.42222,6532.5,3191.8,74.424,7.2215,-0.0752
968,-0.52483,-0.57917,0.41296,6542.1,3219.0,76.089,7.216,-0.076305
972,-0.52792,-0.55997,0.3833,6550.9,3246.5,77.688,7.2114,-0.0093431
976,-0.52875,-0.53818,0.35608,6558.8,3274.2,79.162,7.2089,-0.010976
980,-0.52771,-0.5137,0.32664,6565.9,3302.2,80.529,7.2081,0.016313
984,-0.52471,-0.48423,0.29137,6572.3,3330.3,81.753,7.2091,0.0062736
988,-0.51966,-0.45525,0.26319,6578.0,3358.6,82.86,7.2122,0.027306
992,-0.51289,-0.42621,0.23878,6583.1,3387.0,83.855,7.2172,0.016576
996,-0.5048,-0.39714,0.21437,6587.6,3415.5,84.76,7.2236,0.042564
1000,-0.49563,-0.36498,0.18344,6591.5,3444.1,85.553,7.2311,0.05915
1004,-0.4851,-0.33546,0.16192,6595.0,3472.9,86.253,7.2402,0.088429
1008,-0.47376,-0.30316,0.13489,6598.0,3501.7,86.838,7.2501,0.061925
1012,-0.46202,-0.2677,0.099434,6600.6,3530.6,87.317,7.2604,0.11879
1016,-0.44918,-0.23216,0.071382,6602.9,3559.6,87.652,7.272,0.089346
1020,-0.4354,-0.20132,0.05656,6604.9,3588.6,87.904,7.2849,0.067831
1024,-0.4223,-0.16404,0.019762,6606.6,3617.7,88.06,7.297,0.11227
1028,-0.40879,-0.12743,-0.010156,6608.2,3646.9,88.091,7.3098,0.14385
1032,-0.39456,-0.096285,-0.021597,6609.6,3676.1,88.021,7.3236,0.082734
1036,-0.38094,-0.063962,-0.04462,6611.0,3705.4,87.897,7.3368,0.11828
1040,-0.36761,-0.032322,-0.062009,6612.3,3734.8,87.662,7.35,0.0399
1044,-0.35468,-0.0022485,-0.081753,6613.7,3764.2,87.378,7.3628,0.08441
1048,-0.34175,0.021717,-0.085825,6615.1,3793.6,87.036,7.3758,0.05359
1052,-0.32988,0.047893,-0.10288,6616.5,3823.1,86.647,7.3878,0.042122
1056,-0.31826,0.069608,-0.11229,6618.1,3852.6,86.225,7.3996,0.083674
1060,-0.30747,0.091644,-0.12334,6619.9,3882.2,85.738,7.4106,0.037543
1064,-0.29678,0.10482,-0.11888,6621.8,3911.8,85.27,7.4215,0.0812
1068,-0.28703,0.12108,-0.12651,6624.0,3941.4,84.759,7.4315,0.018191
1072,-0.27755,0.13285,-0.12814,6626.3,3971.1,84.252,7.4411,0.044606
1076,-0.26867,0.1447,-0.13366,6628.9,4000.7,83.726,7.4502,0.044501
1080,-0.26012,0.15266,-0.13239,6631.7,4030.4,83.2,7.4589,0.057464
1084,-0.25196,0.15843,-0.12861,6634.7,4060.1,82.672,7.4672,0.029028
1088,-0.2441,0.16163,-0.12599,6638.0,4089.8,82.178,7.4751,0.069263
1092,-0.23681,0.16677,-0.12686,6641.6,4119.5,81.652,7.4825,-0.00087258
1096,-0.2295,0.16615,-0.11832,6645.4,4149.2,81.167,7.4898,0.026415
1100,-0.22256,0.16858,-0.12184,6649.5,4178.9,80.686,7.4968,0.033343
1104,-0.2157,0.16426,-0.1084,6653.8,4208.6,80.233,7.5036,0.03741
1108,-0.209,0.16204,-0.10592,6658.3,4238.3,79.806,7.5102,0.03219
1112,-0.20246,0.15877,-0.1016,6663.1,4268.0,79.394,7.5167,0.032684
1116,-0.19609,0.15368,-0.092199,6668.2,4297.6,78.996,7.523,-0.0068534
1120,-0.18976,0.14829,-0.088686,6673.4,4327.3,78.648,7.5292,0.041294
1124,-0.1836,0.13839,-0.070092,6678.9,4356.9,78.316,7.5352,-0.02633
1128,-0.17752,0.13472,-0.076289,6684.5,4386.5,78.023,7.5412,0.011164
1132,-0.17148,0.1241,-0.060459,6690.3,4416.1,77.758,7.547,0.019711
1136,-0.16556,0.11982,-0.064479,6696.3,4445.7,77.507,7.5529,0.02051
1140,-0.15976,0.11305,-0.058185,6702.5,4475.3,77.264,7.5586,0.019251
1144,-0.15407,0.1022,-0.041708,6708.8,4504.9,77.06,7.5641,-0.0099974
1148,-0.14847,0.096604,-0.045219,6715.2,4534.5,76.892,7.5696,0.024592
1152,-0.14312,0.084568,-0.029435,6721.8,4564.0,76.761,7.5749,0.046883
1156,-0.13779,0.07891,-0.030158,6728.4,4593.6,76.629,7.5801,-0.0025304
1160,-0.13255,0.069058,-0.018307,6735.2,4623.2,76.527,7.5853,-0.014386
1164,-0.12754,0.063047,-0.018131,6742.0,4652.8,76.443,7.5902,-0.023813
1168,-0.12257,0.050387,-0.001085,6748.9,4682.3,76.411,7.5951,-0.0029195
1172,-0.1178,0.045154,-0.0056001,6755.9,4711.9,76.388,7.5998,-0.010655
1176,-0.11313,0.03853,-0.0033653,6762.9,4741.5,76.376,7.6045,0.017859
1180,-0.10864,0.033028,-0.0008949,6769.9,4771.1,76.364,7.6089,0.0032295
1184,-0.10432,0.026207,0.0035792,6777.0,4800.7,76.382,7.6132,0.035632
1188,-0.10014,0.01869,0.012431,6784.0,4830.4,76.409,7.6174,0.00015476
1192,-0.096112,0.011588,0.016287,6791.1,4860.0,76.475,7.6214,0.022888
1196,-0.092258,0.0078751,0.013778,6798.2,4889.7,76.534,7.6252,0.01619
1200,-0.088734,0.0017621,0.024262,6805.3,4919.3,76.581,7.6288,-0.064085
1204,-0.085338,-0.00072297,0.0162,6812.3,4949.0,76.676,7.6322,0.023396
1208,-0.081903,-0.0070467,0.026889,6819.4,4978.7,76.755,7.6356,-0.011258
1212,-0.07864,-0.011915,0.029644,6826.4,5008.5,76.863,7.6389,-0.010189
1216,-0.075624,-0.01419,0.023297,6833.3,5038.2,76.988,7.6419,0.054277
1220,-0.072639,-0.016639,0.025907,6840.3,5068.0,77.08,7.6449,0.011186
1224,-0.069755,-0.020227,0.030918,6847.1,5097.8,77.186,7.6478,-0.0079585
1228,-0.067102,-0.019314,0.022343,6854.0,5127.6,77.292,7.6504,0.014189
1232,-0.06454,-0.021002,0.027902,6860.8,5157.5,77.373,7.653,-0.034346
1236,-0.062122,-0.020116,0.020777,6867.5,5187.3,77.477,7.6554,0.020757
1240,-0.05981,-0.023843,0.027484,6874.2,5217.2,77.594,7.6577,0.05814
1244,-0.057585,-0.026461,0.035148,6880.8,5247.1,77.692,7.66,-0.039792
1248,-0.055561,-0.025581,0.02753,6887.4,5277.1,77.811,7.662,-0.011919
1252,-0.053673,-0.02868,0.029098,6894.0,5307.0,77.959,7.6639,0.082807
